time,px,py,pz,vx,vy,vz,ax,ay,az
0.0,3.0,0.0,2.0,-0.0,5.0,0.0,-8.333333333333334,0.05,0.0
0.01,2.9995833013125264,0.05000018487010363,2.0,-0.08334197481431775,4.999805432737764,0.0,-8.334675691882897,-0.08892412666445651,0.0
0.02,2.9983331543603398,0.0999914769546642,2.0,-0.16668579208342524,4.998221368318687,0.0,-8.333701545603159,-0.22789299616373085,0.0
0.03,2.9962496565693204,0.1499599796886767,2.0,-0.25000827947097215,4.995247552443819,0.0,-8.330409544177396,-0.36686797564853374,0.0
0.04,2.9933331371454956,0.19989179589644124,2.0,-0.3332862543579997,4.9908841173339225,0.0,-8.324798981566369,-0.5058103958138134,0.0
0.05,2.9895841571456336,0.24977303165840434,2.0,-0.4164965302903892,4.985131582040344,0.0,-8.316869796913247,-0.6446815616401302,0.0
0.06,2.9850035094833247,0.29958980018057096,2.0,-0.4996159234344655,4.977990852648358,0.0,-8.306622575269587,-0.7834427631561548,0.0
0.07,2.979592218870471,0.3493282256654119,2.0,-0.5826212590389628,4.969463222372801,0.0,-8.294058548141862,-0.922055286219309,0.0
0.08,2.9733515416941314,0.3989744471831877,2.0,-0.6654893779015572,4.959550371545812,0.0,-8.279179593858135,-1.0604804233115621,0.0
0.09,2.9662829658286913,0.44851462254261143,2.0,-0.7481971428381663,4.9482543674965624,0.0,-8.26198823775456,-1.1986794843473896,0.0
0.1,2.9583882103833243,0.4979349321597658,2.0,-0.8307214451532094,4.935577664322847,0.0,-8.242487652181278,-1.3366138074908824,0.0
0.11,2.949669225384761,0.5472215829241973,2.0,-0.9130392111090233,4.921523102554474,0.0,-8.220681656327546,-1.4742447699789927,0.0
0.12,2.9401281913953725,0.5963608120611021,2.0,-0.9951274083926259,4.906093908708412,0.0,-8.196574715865788,-1.6115337989479055,0.0
0.13,2.9297675190666075,0.6453388909885227,2.0,-1.076963052578013,4.889293694735657,0.0,-8.170171942414498,-1.7484423822594972,0.0
0.14,2.918589848627837,0.6941421291684702,2.0,-1.1585232135821766,4.8711264573598605,0.0,-8.14147909281975,-1.8849320793248554,0.0
0.15,2.906598049310678,0.7427568779508944,2.0,-1.2397850221130347,4.851596577307741,0.0,-8.11050256825535,-2.020964531921829,0.0
0.16,2.8937952187088825,0.7911695344094161,2.0,-1.3207256761074517,4.830708818431361,0.0,-8.077249413141574,-2.156501475003558,0.0
0.17,2.880184682073907,0.83936654516774,2.0,-1.4013224471575418,4.808468326722387,0.0,-8.041727313882488,-2.291504747494951,0.0
0.18,2.865769991546286,0.887334410215674,2.0,-1.4815526869234372,4.784880629218449,0.0,-8.003944597421999,-2.425936303074061,0.0
0.19,2.85055492532295,0.9350596867136721,2.0,-1.5613938335307138,4.759951632801774,0.0,-7.9639102296187225,-2.5597582209353207,0.0
0.2,2.834543486760653,0.9825289927848235,2.0,-1.6408234179506553,4.733687622890291,0.0,-7.9216338134398665,-2.6929327165315837,0.0
0.21,2.8177399034156947,1.0297290112932191,2.0,-1.7198190703615581,4.706095262021447,0.0,-7.877125586974374,-2.8254221522919347,0.0
