t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
2.51,7.8121,-1.6835e-09,2.5104,-0.55755,-1.2517e-09,0.83014,1.1326e-09,-8.1223,8.4688e-09,-1.3564,4.4113e-10,-2.2073,-5.0544e-09,-9.8019,-8.6315e-09,-5.8012,0,0,0,3.4624,2.9437,2.9437,3.4624,37.166,-4.6958e-08,10.061,30.657,1.018e-07,45.31
2.52,7.7304,-1.5992e-09,2.4965,-0.54798,-1.2401e-09,0.83649,1.0861e-09,-8.2185,8.3802e-09,-1.4139,5.4059e-10,-2.3919,-5.2265e-09,-9.4287,-9.0959e-09,-5.6983,0,0,0,3.3896,2.8327,2.8327,3.3896,37.461,-4.5918e-08,10.512,28.363,1.0622e-07,44.905
2.53,7.6478,-1.5159e-09,2.4821,-0.53752,-1.2302e-09,0.84325,1.0404e-09,-8.3109,8.2869e-09,-1.4704,6.4769e-10,-2.5899,-5.4026e-09,-9.0527,-9.5497e-09,-5.591,0,0,0,3.319,2.7226,2.7226,3.319,37.733,-4.4834e-08,10.959,26.06,1.1054e-07,44.463
2.54,7.5642,-1.4335e-09,2.4671,-0.52611,-1.2218e-09,0.85042,9.9532e-10,-8.3995,8.1892e-09,-1.5257,7.6278e-10,-2.8016,-5.5818e-09,-8.6741,-9.9924e-09,-5.4792,0,0,0,3.2505,2.6141,2.6141,3.2505,37.982,-4.3707e-08,11.401,23.749,1.1474e-07,43.981
2.55,7.4798,-1.3521e-09,2.4516,-0.51367,-1.2147e-09,0.85799,9.5052e-10,-8.4843,8.0871e-09,-1.58,8.8615e-10,-3.027,-5.7627e-09,-8.2932,-1.0424e-08,-5.363,0,0,0,3.1842,2.5081,2.5081,3.1842,38.208,-4.2539e-08,11.838,21.433,1.1882e-07,43.459
2.56,7.3945,-1.2718e-09,2.4355,-0.50011,-1.2087e-09,0.86596,9.0586e-10,-8.5654,7.9808e-09,-1.633,1.018e-09,-3.2658,-5.9435e-09,-7.91,-1.0843e-08,-5.2424,0,0,0,3.1196,2.4055,2.4055,3.1196,38.411,-4.1331e-08,12.27,19.112,1.2277e-07,42.897
2.57,7.3085,-1.1925e-09,2.4189,-0.48536,-1.2037e-09,0.87431,8.6114e-10,-8.6425,7.8703e-09,-1.6848,1.1584e-09,-3.5171,-6.122e-09,-7.525,-1.125e-08,-5.1176,0,0,0,3.0563,2.3078,2.3078,3.0563,38.591,-4.0084e-08,12.696,16.789,1.2659e-07,42.294
2.58,7.2217,-1.1144e-09,2.4018,-0.46933,-1.1994e-09,0.88302,8.162e-10,-8.7158,7.7558e-09,-1.7353,1.3073e-09,-3.7793,-6.2955e-09,-7.1383,-1.1645e-08,-4.9885,0,0,0,2.9938,2.2165,2.2165,2.9938,38.747,-3.88e-08,13.116,14.463,1.3028e-07,41.65
2.59,7.1342,-1.0374e-09,2.3842,-0.45196,-1.1958e-09,0.89204,7.7092e-10,-8.7853,7.6375e-09,-1.7845,1.4644e-09,-4.0501,-6.4607e-09,-6.7502,-1.2026e-08,-4.8553,0,0,0,2.9312,2.1335,2.1335,2.9312,38.88,-3.7479e-08,13.529,12.138,1.3382e-07,40.963
2.6,7.046,-9.6163e-10,2.3661,-0.43319,-1.1926e-09,0.9013,7.2518e-10,-8.8508,7.5154e-09,-1.8324,1.6291e-09,-4.3259,-6.614e-09,-6.3608,-1.2394e-08,-4.718,0,0,0,2.8674,2.0608,2.0608,2.8674,38.99,-3.6124e-08,13.935,9.8145,1.3721e-07,40.234
2.61,6.9572,-8.871e-10,2.3476,-0.41296,-1.1896e-09,0.91075,6.7892e-10,-8.9125,7.3896e-09,-1.8789,1.8005e-09,-4.6024,-6.751e-09,-5.9704,-1.2748e-08,-4.5766,0,0,0,2.8013,2.0007,2.0007,2.8013,39.076,-3.4736e-08,14.334,7.4937,1.4045e-07,39.461
2.62,6.8678,-8.1385e-10,2.3286,-0.39127,-1.1866e-09,0.92028,6.3212e-10,-8.9703,7.2604e-09,-1.9239,1.9773e-09,-4.8738,-6.8672e-09,-5.5793,-1.3089e-08,-4.4313,0,0,0,2.7318,1.9554,1.9554,2.7318,39.139,-3.3316e-08,14.724,5.1774,1.4352e-07,38.645
2.63,6.7778,-7.419e-10,2.3091,-0.36812,-1.1834e-09,0.92978,5.8481e-10,-9.0241,7.1279e-09,-1.9675,2.1578e-09,-5.1333,-6.9578e-09,-5.1877,-1.3415e-08,-4.2822,0,0,0,2.6579,1.927,1.927,2.6579,39.18,-3.1866e-08,15.106,2.867,1.4643e-07,37.784
2.64,6.6873,-6.713e-10,2.2892,-0.34357,-1.1798e-09,0.93913,5.3707e-10,-9.074,6.9922e-09,-2.0096,2.3402e-09,-5.3732,-7.0181e-09,-4.7958,-1.3726e-08,-4.1292,0,0,0,2.5791,1.9171,1.9171,2.5791,39.197,-3.0388e-08,15.48,0.56403,1.4917e-07,36.878
2.65,6.5963,-6.0207e-10,2.2689,-0.3177,-1.1754e-09,0.94819,4.8905e-10,-9.12,6.8534e-09,-2.0501,2.5218e-09,-5.5852,-7.044e-09,-4.4039,-1.4022e-08,-3.9726,0,0,0,2.4955,1.9268,1.9268,2.4955,39.191,-2.8883e-08,15.844,-1.73,1.5172e-07,35.927
2.66,6.5049,-5.3424e-10,2.2482,-0.29066,-1.1702e-09,0.95683,4.4094e-10,-9.1621,6.7118e-09,-2.089,2.7001e-09,-5.7611,-7.0321e-09,-4.0121,-1.4303e-08,-3.8124,0,0,0,2.4079,1.9559,1.9559,2.4079,39.162,-2.7354e-08,16.198,-4.0136,1.5409e-07,34.929
2.67,6.4131,-4.6784e-10,2.2271,-0.26265,-1.1638e-09,0.96489,3.93e-10,-9.2002,6.5674e-09,-2.1263,2.8722e-09,-5.8934,-6.9801e-09,-3.6207,-1.4569e-08,-3.6487,0,0,0,2.3185,2.0033,2.0033,2.3185,39.111,-2.5802e-08,16.542,-6.2853,1.5628e-07,33.885
2.68,6.3209,-4.029e-10,2.2057,-0.23388,-1.1562e-09,0.97226,3.4553e-10,-9.2345,6.4205e-09,-2.162,3.0352e-09,-5.9759,-6.8873e-09,-3.2299,-1.4819e-08,-3.4816,0,0,0,2.2301,2.0666,2.0666,2.2301,39.037,-2.4229e-08,16.876,-8.5436,1.5826e-07,32.793
2.69,6.2284,-3.3944e-10,2.1839,-0.20464,-1.1472e-09,0.97884,2.9887e-10,-9.2649,6.2711e-09,-2.1959,3.1866e-09,-6.0047,-6.7546e-09,-2.84,-1.5054e-08,-3.3112,0,0,0,2.1463,2.1426,2.1426,2.1463,38.94,-2.2637e-08,17.198,-10.787,1.6005e-07,31.653
2.7,6.1356,-2.7749e-10,2.1618,-0.17521,-1.1367e-09,0.98453,2.5336e-10,-9.2913,6.1194e-09,-2.2282,3.3241e-09,-5.9785,-6.5847e-09,-2.4512,-1.5272e-08,-3.1377,0,0,0,2.0713,2.2273,2.2273,2.0713,38.821,-2.1029e-08,17.508,-13.014,1.6162e-07,30.464
2.71,6.0426,-2.1706e-10,2.1393,-0.14588,-1.1247e-09,0.9893,2.0933e-10,-9.3139,5.9657e-09,-2.2587,3.4458e-09,-5.8985,-6.3818e-09,-2.0637,-1.5474e-08,-2.9611,0,0,0,2.009,2.3167,2.3167,2.009,38.68,-1.9405e-08,17.807,-15.223,1.6298e-07,29.226
2.72,5.9494,-1.5818e-10,2.1166,-0.11694,-1.1113e-09,0.99314,1.6709e-10,-9.3326,5.81e-09,-2.2874,3.5508e-09,-5.7688,-6.1512e-09,-1.6777,-1.566e-08,-2.7816,0,0,0,1.9626,2.4071,2.4071,1.9626,38.517,-1.777e-08,18.093,-17.413,1.6413e-07,27.939
2.73,5.856,-1.0086e-10,2.0936,-0.088669,-1.0965e-09,0.99606,1.2689e-10,-9.3474,5.6525e-09,-2.3143,3.6384e-09,-5.5955,-5.8991e-09,-1.2934,-1.583e-08,-2.5993,0,0,0,1.9345,2.4956,2.4956,1.9345,38.332,-1.6124e-08,18.366,-19.582,1.6504e-07,26.601
2.74,5.7624,-4.5133e-11,2.0703,-0.06128,-1.0804e-09,0.99812,8.895e-11,-9.3585,5.4935e-09,-2.3394,3.7087e-09,-5.3861,-5.6319e-09,-0.91114,-1.5983e-08,-2.4143,0,0,0,1.926,2.5802,2.5802,1.926,38.125,-1.447e-08,18.625,-21.729,1.6573e-07,25.212
2.75,5.6688,9.0001e-12,2.0468,-0.034964,-1.0632e-09,0.99939,5.3402e-11,-9.3657,5.3329e-09,-2.3626,3.7624e-09,-5.1489,-5.3557e-09,-0.53101,-1.6119e-08,-2.2268,0,0,0,1.937,2.66,2.66,1.937,37.897,-1.281e-08,18.87,-23.852,1.6618e-07,23.771
2.76,5.5751,6.1521e-11,2.0231,-0.0098616,-1.0451e-09,0.99995,2.0327e-11,-9.3691,5.1711e-09,-2.3839,3.8006e-09,-4.8921,-5.0763e-09,-0.15326,-1.6239e-08,-2.037,0,0,0,1.9666,2.735,2.735,1.9666,37.648,-1.1147e-08,19.1,-25.95,1.6639e-07,22.279
2.77,5.4815,1.1242e-10,1.9991,-0.01393,1.0261e-09,-0.9999,1.025e-11,-9.3687,5.0082e-09,-2.4033,3.8244e-09,-4.6235,-4.7987e-09,0.22188,-1.6342e-08,-1.8449,0,0,0,2.0132,2.8055,2.8055,2.0132,37.378,-9.4828e-09,19.315,-28.022,1.6636e-07,20.738
2.78,5.3878,1.6168e-10,1.975,-0.036357,1.0066e-09,-0.99934,3.8355e-11,-9.3647,4.8444e-09,-2.4208,3.8354e-09,-4.3499,-4.5269e-09,0.59423,-1.6428e-08,-1.6507,0,0,0,2.0746,2.8727,2.8727,2.0746,37.088,-7.8202e-09,19.514,-30.067,1.6611e-07,19.149
2.79,5.2942,2.093e-10,1.9507,-0.0574,9.8649e-10,-0.99835,6.4056e-11,-9.3569,4.6797e-09,-2.4363,3.8352e-09,-4.077,-4.2641e-09,0.96357,-1.6498e-08,-1.4546,0,0,0,2.1488,2.9377,2.9377,2.1488,36.777,-6.1614e-09,19.698,-32.086,1.6563e-07,17.515
2.8,5.2007,2.5527e-10,1.9263,-0.077068,9.6608e-10,-0.99703,8.7449e-11,-9.3454,4.5144e-09,-2.4499,3.8253e-09,-3.8093,-4.0126e-09,1.3297,-1.6552e-08,-1.2568,0,0,0,2.2332,3.0016,3.0016,2.2332,36.446,-4.5085e-09,19.865,-34.077,1.6493e-07,15.837
2.81,5.1073,2.9959e-10,1.9017,-0.095394,9.4543e-10,-0.99544,1.0865e-10,-9.3303,4.3487e-09,-2.4614,3.807e-09,-3.5502,-3.7738e-09,1.6924,-1.6589e-08,-1.0574,0,0,0,2.3261,3.0653,3.0653,2.3261,36.095,-2.8636e-09,20.014,-36.04,1.6401e-07,14.119
2.82,5.0141,3.4225e-10,1.8771,-0.11243,9.2465e-10,-0.99366,1.278e-10,-9.3116,4.1827e-09,-2.471,3.7819e-09,-3.3022,-3.5488e-09,2.0515,-1.6609e-08,-0.85658,0,0,0,2.4253,3.1299,3.1299,2.4253,35.725,-1.2289e-09,20.147,-37.974,1.6289e-07,12.362
2.83,4.9211,3.8324e-10,1.8523,-0.12823,9.0383e-10,-0.99174,1.4503e-10,-9.2893,4.0166e-09,-2.4786,3.751e-09,-3.0667,-3.3378e-09,2.4069,-1.6613e-08,-0.65452,0,0,0,2.5295,3.1958,3.1958,2.5295,35.336,3.9348e-10,20.262,-39.879,1.6156e-07,10.568
2.84,4.8283,4.2258e-10,1.8275,-0.14286,8.8304e-10,-0.98974,1.6048e-10,-9.2634,3.8505e-09,-2.4841,3.7154e-09,-2.8447,-3.1409e-09,2.7582,-1.6601e-08,-0.45141,0,0,0,2.6372,3.2636,3.2636,2.6372,34.928,2.0016e-09,20.358,-41.754,1.6004e-07,8.7396
2.85,4.7358,4.6026e-10,1.8027,-0.15641,8.6234e-10,-0.98769,1.743e-10,-9.2341,3.6846e-09,-2.4876,3.676e-09,-2.6365,-2.9577e-09,3.1054,-1.6573e-08,-0.24742,0,0,0,2.7474,3.3334,3.3334,2.7474,34.501,3.5936e-09,20.436,-43.598,1.5832e-07,6.8788
2.86,4.6436,4.9627e-10,1.7778,-0.16893,8.4177e-10,-0.98563,1.8662e-10,-9.2013,3.5191e-09,-2.4891,3.6337e-09,-2.4421,-2.7877e-09,3.4482,-1.6529e-08,-0.042747,0,0,0,2.8592,3.4055,3.4055,2.8592,34.056,5.1674e-09,20.496,-45.41,1.5642e-07,4.9876
2.87,4.5518,5.3064e-10,1.7529,-0.1805,8.2138e-10,-0.98358,1.9756e-10,-9.1652,3.3541e-09,-2.4885,3.5891e-09,-2.2611,-2.6302e-09,3.7864,-1.647e-08,0.16243,0,0,0,2.972,3.4797,3.4797,2.972,33.593,6.7213e-09,20.536,-47.191,1.5433e-07,3.0683
2.88,4.4603,5.6336e-10,1.728,-0.19119,8.0119e-10,-0.98155,2.0725e-10,-9.1256,3.1898e-09,-2.4858,3.5427e-09,-2.0931,-2.4846e-09,4.12,-1.6395e-08,0.36791,0,0,0,3.085,3.556,3.556,3.085,33.112,8.2535e-09,20.557,-48.939,1.5207e-07,1.123
2.89,4.3693,5.9444e-10,1.7032,-0.20107,7.8124e-10,-0.97958,2.1579e-10,-9.0828,3.0262e-09,-2.4811,3.495e-09,-1.9374,-2.3501e-09,4.4486,-1.6305e-08,0.5735,0,0,0,3.1981,3.6343,3.6343,3.1981,32.614,9.7622e-09,20.558,-50.655,1.4964e-07,-0.84619
2.9,4.2787,6.2389e-10,1.6784,-0.21019,7.6152e-10,-0.97766,2.2331e-10,-9.0367,2.8637e-09,-2.4743,3.4464e-09,-1.7932,-2.2257e-09,4.7722,-1.62e-08,0.77901,0,0,0,3.3106,3.7144,3.7144,3.3106,32.099,1.1246e-08,20.54,-52.336,1.4704e-07,-2.8371
2.91,4.1886,6.5172e-10,1.6537,-0.21862,7.4207e-10,-0.97581,2.2989e-10,-8.9874,2.7023e-09,-2.4655,3.3973e-09,-1.6598,-2.1109e-09,5.0905,-1.608e-08,0.98423,0,0,0,3.4225,3.7959,3.7959,3.4225,31.568,1.2703e-08,20.501,-53.983,1.4429e-07,-4.8476
2.92,4.0989,6.7794e-10,1.6291,-0.2264,7.2289e-10,-0.97403,2.3562e-10,-8.9349,2.5421e-09,-2.4546,3.3478e-09,-1.5364,-2.0048e-09,5.4035,-1.5946e-08,1.189,0,0,0,3.5335,3.8787,3.8787,3.5335,31.02,1.4131e-08,20.443,-55.596,1.4138e-07,-6.8756
2.93,4.0099,7.0256e-10,1.6046,-0.2336,7.0398e-10,-0.97233,2.4058e-10,-8.8793,2.3834e-09,-2.4417,3.2983e-09,-1.4224,-1.9067e-09,5.7109,-1.5798e-08,1.393,0,0,0,3.6433,3.9625,3.9625,3.6433,30.456,1.553e-08,20.364,-57.172,1.3832e-07,-8.9188
2.94,3.9214,7.2561e-10,1.5803,-0.24025,6.8535e-10,-0.97071,2.4485e-10,-8.8207,2.2262e-09,-2.4268,3.2489e-09,-1.3169,-1.8161e-09,6.0126,-1.5635e-08,1.5962,0,0,0,3.7518,4.0471,4.0471,3.7518,29.876,1.6897e-08,20.264,-58.713,1.3511e-07,-10.975
2.95,3.8335,7.4709e-10,1.5561,-0.24639,6.6701e-10,-0.96917,2.485e-10,-8.7591,2.0708e-09,-2.4098,3.1997e-09,-1.2193,-1.7321e-09,6.3084,-1.546e-08,1.7982,0,0,0,3.859,4.1322,4.1322,3.859,29.282,1.8231e-08,20.144,-60.217,1.3177e-07,-13.043
2.96,3.7462,7.6703e-10,1.5321,-0.25208,6.4895e-10,-0.96771,2.5159e-10,-8.6945,1.9171e-09,-2.3908,3.1508e-09,-1.129,-1.6543e-09,6.5981,-1.5271e-08,1.999,0,0,0,3.9646,4.2176,4.2176,3.9646,28.672,1.9532e-08,20.004,-61.683,1.283e-07,-15.119
2.97,3.6596,7.8544e-10,1.5083,-0.25733,6.3117e-10,-0.96632,2.5417e-10,-8.6271,1.7654e-09,-2.3698,3.1024e-09,-1.0454,-1.5822e-09,6.8818,-1.5069e-08,2.1982,0,0,0,4.0687,4.303,4.303,4.0687,28.048,2.0797e-08,19.842,-63.112,1.2469e-07,-17.202
2.98,3.5737,8.0235e-10,1.4847,-0.26219,6.1368e-10,-0.96502,2.5631e-10,-8.5569,1.6157e-09,-2.3469,3.0545e-09,-0.9679,-1.5153e-09,7.1591,-1.4855e-08,2.3958,0,0,0,4.171,4.3882,4.3882,4.171,27.41,2.2025e-08,19.66,-64.501,1.2097e-07,-19.29
2.99,3.4885,8.1776e-10,1.4613,-0.26668,5.9647e-10,-0.96379,2.5804e-10,-8.484,1.4683e-09,-2.3219,3.0073e-09,-0.89602,-1.453e-09,7.4299,-1.4629e-08,2.5914,0,0,0,4.2715,4.4731,4.4731,4.2715,26.758,2.3216e-08,19.456,-65.852,1.1713e-07,-21.38
3,3.404,8.3172e-10,1.4383,-0.27083,5.7954e-10,-0.96263,2.5942e-10,-8.4083,1.3232e-09,-2.2951,2.9606e-09,-0.82931,-1.3951e-09,7.6942,-1.4391e-08,2.7848,0,0,0,4.3702,4.5573,4.5573,4.3702,26.093,2.4368e-08,19.232,-67.163,1.1318e-07,-23.471
3.01,3.3203,8.4424e-10,1.4154,-0.27467,5.6289e-10,-0.96154,2.6048e-10,-8.3301,1.1805e-09,-2.2662,2.9146e-09,-0.76732,-1.3412e-09,7.9517,-1.4142e-08,2.9759,0,0,0,4.4669,4.6408,4.6408,4.4669,25.415,2.5479e-08,18.987,-68.433,1.0912e-07,-25.559
3.02,3.2374,8.5534e-10,1.3929,-0.27822,5.4652e-10,-0.96052,2.6126e-10,-8.2493,1.0404e-09,-2.2355,2.8693e-09,-0.70968,-1.2908e-09,8.2024,-1.3881e-08,3.1645,0,0,0,4.5615,4.7234,4.7234,4.5615,24.725,2.655e-08,18.721,-69.663,1.0496e-07,-27.644
3.03,3.1553,8.6505e-10,1.3707,-0.28149,5.3042e-10,-0.95956,2.618e-10,-8.1661,9.0294e-10,-2.203,2.8247e-09,-0.65602,-1.2438e-09,8.4462,-1.3611e-08,3.3503,0,0,0,4.6541,4.8048,4.8048,4.6541,24.022,2.7578e-08,18.434,-70.85,1.007e-07,-29.723
3.04,3.0741,8.7341e-10,1.3489,-0.28452,5.1459e-10,-0.95867,2.6212e-10,-8.0804,7.6823e-10,-2.1685,2.7809e-09,-0.60603,-1.1998e-09,8.6828,-1.333e-08,3.5331,0,0,0,4.7445,4.885,4.885,4.7445,23.308,2.8563e-08,18.126,-71.996,9.6362e-08,-31.793
3.05,2.9937,8.8043e-10,1.3274,-0.28731,4.9903e-10,-0.95784,2.6225e-10,-7.9925,6.3637e-10,-2.1323,2.7378e-09,-0.5594,-1.1586e-09,8.9123,-1.304e-08,3.7127,0,0,0,4.8327,4.9638,4.9638,4.8327,22.582,2.9505e-08,17.798,-73.098,9.1934e-08,-33.854
3.06,2.9142,8.8614e-10,1.3062,-0.28988,4.8373e-10,-0.95706,2.6222e-10,-7.9022,5.0747e-10,-2.0943,2.6954e-09,-0.51587,-1.12e-09,9.1345,-1.274e-08,3.889,0,0,0,4.9186,5.0411,5.0411,4.9186,21.846,3.0402e-08,17.449,-74.157,8.7428e-08,-35.901
3.07,2.8357,8.9059e-10,1.2855,-0.29225,4.6869e-10,-0.95634,2.6205e-10,-7.8098,3.816e-10,-2.0545,2.6538e-09,-0.47518,-1.0837e-09,9.3492,-1.2432e-08,4.0617,0,0,0,5.0021,5.1167,5.1167,5.0021,21.099,3.1253e-08,17.08,-75.172,8.2848e-08,-37.934
3.08,2.7581,8.9379e-10,1.2652,-0.29443,4.5392e-10,-0.95567,2.6177e-10,-7.7153,2.5886e-10,-2.0131,2.6129e-09,-0.43712,-1.0495e-09,9.5564,-1.2115e-08,4.2305,0,0,0,5.0832,5.1905,5.1905,5.0832,20.343,3.2058e-08,16.691,-76.142,7.8201e-08,-39.95
3.09,2.6814,8.9578e-10,1.2452,-0.29643,4.3939e-10,-0.95505,2.614e-10,-7.6187,1.3932e-10,-1.9699,2.5728e-09,-0.40147,-1.0174e-09,9.756,-1.1791e-08,4.3954,0,0,0,5.1619,5.2623,5.2623,5.1619,19.577,3.2817e-08,16.281,-77.067,7.349e-08,-41.948
3.1,2.6057,8.9658e-10,1.2258,-0.29827,4.2512e-10,-0.95448,2.6095e-10,-7.5202,2.3066e-11,-1.9252,2.5334e-09,-0.36806,-9.8705e-10,9.9479,-1.1459e-08,4.5561,0,0,0,5.238,5.3322,5.3322,5.238,18.802,3.3528e-08,15.852,-77.946,6.8723e-08,-43.924
3.11,2.531,8.9625e-10,1.2067,-0.29995,4.111e-10,-0.95396,2.6044e-10,-7.4198,-8.9837e-11,-1.8788,2.4948e-09,-0.3367,-9.5842e-10,10.132,-1.112e-08,4.7124,0,0,0,5.3115,5.3999,5.3999,5.3115,18.018,3.4191e-08,15.403,-78.778,6.3904e-08,-45.877
3.12,2.4573,8.948e-10,1.1882,-0.30148,3.9732e-10,-0.95347,2.5989e-10,-7.3175,-1.9932e-10,-1.831,2.4568e-09,-0.30723,-9.3135e-10,10.308,-1.0775e-08,4.8641,0,0,0,5.3823,5.4654,5.4654,5.3823,17.226,3.4806e-08,14.934,-79.564,5.9038e-08,-47.804
3.13,2.3846,8.9227e-10,1.1701,-0.30288,3.8379e-10,-0.95303,2.5932e-10,-7.2136,-3.0532e-10,-1.7816,2.4196e-09,-0.27953,-9.0572e-10,10.477,-1.0424e-08,5.011,0,0,0,5.4504,5.5286,5.5286,5.4504,16.427,3.5372e-08,14.447,-80.301,5.4132e-08,-49.704
3.14,2.313,8.887e-10,1.1526,-0.30415,3.705e-10,-0.95262,2.5873e-10,-7.108,-4.0779e-10,-1.7308,2.3831e-09,-0.25344,-8.8142e-10,10.637,-1.0068e-08,5.1529,0,0,0,5.5157,5.5894,5.5894,5.5157,15.62,3.5889e-08,13.94,-80.99,4.919e-08,-51.575
3.15,2.2425,8.8413e-10,1.1355,-0.3053,3.5744e-10,-0.95226,2.5814e-10,-7.0009,-5.0667e-10,-1.6785,2.3473e-09,-0.22886,-8.5835e-10,10.789,-9.7068e-09,5.2897,0,0,0,5.5782,5.6477,5.6477,5.5782,14.807,3.6356e-08,13.415,-81.63,4.4218e-08,-53.414
3.16,2.173,8.7858e-10,1.119,-0.30633,3.4462e-10,-0.95192,2.5756e-10,-6.8923,-6.0191e-10,-1.625,2.3122e-09,-0.20567,-8.3642e-10,10.933,-9.3412e-09,5.4212,0,0,0,5.6379,5.7035,5.7035,5.6379,13.988,3.6773e-08,12.872,-82.221,3.9221e-08,-55.219
3.17,2.1046,8.721e-10,1.103,-0.30726,3.3202e-10,-0.95163,2.57e-10,-6.7823,-6.9348e-10,-1.5701,2.2777e-09,-0.18376,-8.1555e-10,11.069,-8.9715e-09,5.5471,0,0,0,5.6946,5.7566,5.7566,5.6946,13.163,3.714e-08,12.311,-82.761,3.4204e-08,-56.987
3.18,2.0374,8.6473e-10,1.0876,-0.30808,3.1966e-10,-0.95136,2.5647e-10,-6.6709,-7.8133e-10,-1.5141,2.2439e-09,-0.16304,-7.9567e-10,11.196,-8.5985e-09,5.6674,0,0,0,5.7483,5.807,5.807,5.7483,12.333,3.7457e-08,11.733,-83.25,2.9174e-08,-58.718
3.19,1.9712,8.5649e-10,1.0727,-0.30881,3.0752e-10,-0.95112,2.5599e-10,-6.5584,-8.6544e-10,-1.4568,2.2108e-09,-0.14343,-7.767e-10,11.315,-8.2226e-09,5.7817,0,0,0,5.799,5.8546,5.8546,5.799,11.498,3.7723e-08,11.137,-83.688,2.4135e-08,-60.408
3.2,1.9062,8.4743e-10,1.0585,-0.30945,2.956e-10,-0.95092,2.5555e-10,-6.4447,-9.4578e-10,-1.3984,2.1782e-09,-0.12485,-7.5858e-10,11.426,-7.8442e-09,5.89,0,0,0,5.8467,5.8994,5.8994,5.8467,10.659,3.794e-08,10.525,-84.074,1.9094e-08,-62.056
3.21,1.8423,8.3759e-10,1.0448,-0.31,2.8391e-10,-0.95074,2.5517e-10,-6.3299,-1.0223e-09,-1.339,2.1464e-09,-0.10721,-7.4125e-10,11.528,-7.464e-09,5.9921,0,0,0,5.8912,5.9412,5.9412,5.8912,9.8167,3.8105e-08,9.8959,-84.408,1.4054e-08,-63.659
3.22,1.7796,8.27e-10,1.0317,-0.31047,2.7242e-10,-0.95058,2.5485e-10,-6.2141,-1.0951e-09,-1.2786,2.1151e-09,-0.090449,-7.2465e-10,11.622,-7.0823e-09,6.0879,0,0,0,5.9326,5.9802,5.9802,5.9326,8.9712,3.8221e-08,9.2515,-84.688,9.0222e-09,-65.216
3.23,1.7181,8.157e-10,1.0192,-0.31086,2.6116e-10,-0.95046,2.546e-10,-6.0975,-1.164e-09,-1.2173,2.0844e-09,-0.074505,-7.0874e-10,11.708,-6.6997e-09,6.1771,0,0,0,5.9708,6.0161,6.0161,5.9708,8.1231,3.8286e-08,8.5917,-84.914,4.0034e-09,-66.723
3.24,1.6577,8.0373e-10,1.0073,-0.31118,2.501e-10,-0.95035,2.5442e-10,-5.98,-1.229e-09,-1.1551,2.0543e-09,-0.059316,-6.9347e-10,11.785,-6.3167e-09,6.2597,0,0,0,6.0057,6.0489,6.0489,6.0057,7.2731,3.8301e-08,7.9172,-85.085,-9.9683e-10,-68.18
3.25,1.5985,7.9113e-10,0.99611,-0.31143,2.3925e-10,-0.95027,2.5433e-10,-5.8618,-1.2903e-09,-1.0921,2.0248e-09,-0.044826,-6.788e-10,11.853,-5.9339e-09,6.3354,0,0,0,6.0374,6.0787,6.0787,6.0374,6.4216,3.8266e-08,7.2283,-85.202,-5.9732e-09,-69.583
3.26,1.5404,7.7794e-10,0.98551,-0.31161,2.2861e-10,-0.95021,2.5433e-10,-5.743,-1.3477e-09,-1.0284,1.9959e-09,-0.030984,-6.6469e-10,11.913,-5.5516e-09,6.4042,0,0,0,6.0659,6.1053,6.1053,6.0659,5.5693,3.8181e-08,6.5257,-85.263,-1.092e-08,-70.932
3.27,1.4836,7.6419e-10,0.97554,-0.31172,2.1817e-10,-0.95017,2.5441e-10,-5.6236,-1.4013e-09,-0.96406,1.9675e-09,-0.017739,-6.5111e-10,11.965,-5.1704e-09,6.4659,0,0,0,6.0909,6.1287,6.1287,6.0909,4.7166,3.8048e-08,5.8099,-85.267,-1.5833e-08,-72.222
3.28,1.428,7.4992e-10,0.96623,-0.31178,2.0793e-10,-0.95016,2.5459e-10,-5.5037,-1.4511e-09,-0.89912,1.9397e-09,-0.0050467,-6.3801e-10,12.008,-4.7908e-09,6.5204,0,0,0,6.1127,6.1489,6.1489,6.1127,3.8641,3.7865e-08,5.0815,-85.215,-2.0705e-08,-73.453
3.29,1.3735,7.3518e-10,0.95756,-0.31177,1.9789e-10,-0.95016,2.5488e-10,-5.3834,-1.4972e-09,-0.83367,1.9123e-09,0.0071367,-6.2537e-10,12.042,-4.4133e-09,6.5675,0,0,0,6.131,6.1658,6.1658,6.131,3.0125,3.7634e-08,4.341,-85.105,-2.5531e-08,-74.623
3.3,1.3203,7.1999e-10,0.94955,-0.31171,1.8805e-10,-0.95018,2.5526e-10,-5.2629,-1.5394e-09,-0.76779,1.8855e-09,0.018852,-6.1315e-10,12.068,-4.0383e-09,6.6071,0,0,0,6.146,6.1795,6.1795,6.146,2.1622,3.7354e-08,3.5892,-84.936,-3.0307e-08,-75.728
