t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
5.65,-4.3748,-5.4391,2.7685,-0.31061,0.5253,-0.52933,0.5894,-4.6876,-2.3318,-2.1365,0.10309,-0.84325,-0.59575,19.718,-3.9511,-4.4998,0,0,0,6.3897,6.3765,6.1294,6.2706,12.937,13.812,10.194,-63.952,75.358,24.94
5.66,-4.4207,-5.4626,2.747,-0.30586,0.52644,-0.52068,0.5985,-4.4897,-2.3706,-2.1809,0.090904,-0.87022,-0.60966,19.844,-3.8092,-4.3966,0,0,0,6.4241,6.4101,6.1682,6.3087,12.293,14.56,10.44,-64.79,74.284,24.283
5.67,-4.4646,-5.4865,2.7249,-0.30115,0.52744,-0.51186,0.60755,-4.2907,-2.4079,-2.2244,0.077275,-0.89678,-0.62323,19.964,-3.6599,-4.291,0,0,0,6.4569,6.4421,6.2054,6.3454,11.641,15.297,10.68,-65.615,73.117,23.598
5.68,-4.5065,-5.5108,2.7025,-0.2965,0.52829,-0.50286,0.61654,-4.0905,-2.4437,-2.2667,0.062261,-0.92285,-0.63645,20.077,-3.5033,-4.183,0,0,0,6.4879,6.4725,6.241,6.3805,10.981,16.022,10.912,-66.425,71.858,22.882
5.69,-4.5464,-5.5354,2.6796,-0.29191,0.52901,-0.4937,0.62546,-3.8892,-2.478,-2.308,0.045928,-0.94837,-0.6493,20.184,-3.3395,-4.0728,0,0,0,6.5174,6.5014,6.2751,6.4142,10.313,16.734,11.137,-67.221,70.506,22.137
5.7,-4.5843,-5.5603,2.6563,-0.2874,0.52958,-0.48438,0.63428,-3.6868,-2.5105,-2.3482,0.028348,-0.97329,-0.66179,20.283,-3.1687,-3.9603,0,0,0,6.5453,6.5288,6.3077,6.4465,9.6368,17.432,11.355,-68.002,69.064,21.363
5.71,-4.6201,-5.5856,2.6326,-0.28298,0.53001,-0.47492,0.64301,-3.4835,-2.5413,-2.3872,0.0096001,-0.99756,-0.6739,20.376,-2.9909,-3.8457,0,0,0,6.5716,6.5547,6.3388,6.4774,8.9529,18.115,11.564,-68.766,67.536,20.562
5.72,-4.654,-5.6111,2.6086,-0.27866,0.53029,-0.46533,0.65162,-3.2793,-2.5703,-2.4251,-0.01023,-1.0211,-0.68564,20.462,-2.8064,-3.729,0,0,0,6.5963,6.5792,6.3684,6.5069,8.2615,18.783,11.766,-69.513,65.924,19.736
5.73,-4.6857,-5.637,2.5841,-0.27445,0.53042,-0.45562,0.66011,-3.0743,-2.5974,-2.4618,-0.031051,-1.0439,-0.69699,20.542,-2.6153,-3.6104,0,0,0,6.6197,6.6022,6.3967,6.535,7.5627,19.434,11.959,-70.242,64.234,18.886
5.74,-4.7154,-5.6631,2.5593,-0.27037,0.5304,-0.44581,0.66846,-2.8685,-2.6226,-2.4973,-0.052767,-1.0659,-0.70796,20.614,-2.4178,-3.4899,0,0,0,6.6415,6.6239,6.4235,6.5619,6.8567,20.067,12.144,-70.951,62.469,18.014
5.75,-4.7431,-5.6894,2.5342,-0.26642,0.53022,-0.4359,0.67666,-2.662,-2.6457,-2.5316,-0.075277,-1.0872,-0.71854,20.679,-2.2141,-3.3676,0,0,0,6.662,6.6443,6.449,6.5874,6.1438,20.683,12.319,-71.641,60.631,17.12
5.76,-4.7687,-5.716,2.5087,-0.26262,0.5299,-0.42592,0.68471,-2.455,-2.6668,-2.5647,-0.098479,-1.1075,-0.72872,20.737,-2.0042,-3.2435,0,0,0,6.6811,6.6634,6.4732,6.6117,5.424,21.279,12.486,-72.309,58.725,16.207
5.77,-4.7922,-5.7428,2.4829,-0.25898,0.52942,-0.41589,0.69259,-2.2473,-2.6858,-2.5965,-0.12227,-1.1271,-0.73851,20.787,-1.7885,-3.1179,0,0,0,6.6989,6.6812,6.496,6.6348,4.6977,21.857,12.643,-72.955,56.755,15.275
5.78,-4.8136,-5.7697,2.4568,-0.25551,0.52879,-0.40582,0.70029,-2.0393,-2.7026,-2.627,-0.14653,-1.1458,-0.74791,20.83,-1.5672,-2.9907,0,0,0,6.7155,6.6978,6.5176,6.6566,3.965,22.414,12.791,-73.578,54.723,14.327
5.79,-4.833,-5.7968,2.4304,-0.25222,0.528,-0.39572,0.70782,-1.8308,-2.7171,-2.6563,-0.17117,-1.1636,-0.7569,20.866,-1.3403,-2.8621,0,0,0,6.7308,6.7133,6.5379,6.6773,3.2262,22.951,12.93,-74.178,52.633,13.364
5.8,-4.8502,-5.824,2.4037,-0.24912,0.52706,-0.38562,0.71515,-1.6219,-2.7294,-2.6842,-0.19608,-1.1806,-0.76551,20.895,-1.1082,-2.7321,0,0,0,6.7449,6.7276,6.5571,6.6969,2.4815,23.467,13.059,-74.752,50.49,12.386
5.81,-4.8654,-5.8514,2.3767,-0.24622,0.52597,-0.37552,0.7223,-1.4129,-2.7393,-2.7109,-0.22115,-1.1967,-0.77371,20.916,-0.87105,-2.6009,0,0,0,6.7578,6.7408,6.575,6.7153,1.7312,23.961,13.178,-75.3,48.296,11.397
5.82,-4.8785,-5.8788,2.3494,-0.24352,0.52472,-0.36545,0.72925,-1.2037,-2.7468,-2.7363,-0.24629,-1.2121,-0.78153,20.93,-0.62906,-2.4686,0,0,0,6.7696,6.7529,6.5918,6.7326,0.97559,24.433,13.287,-75.822,46.056,10.397
5.83,-4.8895,-5.9063,2.322,-0.24103,0.52333,-0.35543,0.73601,-0.99432,-2.7518,-2.7603,-0.27139,-1.2266,-0.78895,20.936,-0.38247,-2.3352,0,0,0,6.7803,6.764,6.6075,6.7489,0.21487,24.882,13.385,-76.316,43.772,9.3869
5.84,-4.8984,-5.9338,2.2942,-0.23877,0.52178,-0.34545,0.74256,-0.78497,-2.7544,-2.783,-0.29638,-1.2404,-0.79598,20.934,-0.1315,-2.2009,0,0,0,6.79,6.7741,6.6221,6.7642,-0.55063,25.308,13.474,-76.781,41.449,8.3693
5.85,-4.9052,-5.9614,2.2663,-0.23672,0.52008,-0.33555,0.74892,-0.57567,-2.7545,-2.8043,-0.32116,-1.2535,-0.80264,20.924,0.12361,-2.0658,0,0,0,6.7987,6.7833,6.6356,6.7784,-1.3206,25.711,13.553,-77.216,39.089,7.3451
5.86,-4.9099,-5.9889,2.2382,-0.2349,0.51824,-0.32573,0.75508,-0.3665,-2.7519,-2.8243,-0.34565,-1.2659,-0.80891,20.907,0.38263,-1.9299,0,0,0,6.8065,6.7915,6.6481,6.7917,-2.0948,26.09,13.621,-77.621,36.697,6.316
5.87,-4.9125,-6.0164,2.2098,-0.2333,0.51625,-0.31599,0.76105,-0.15755,-2.7468,-2.8429,-0.36978,-1.2776,-0.81481,20.883,0.64532,-1.7934,0,0,0,6.8133,6.7988,6.6595,6.804,-2.8729,26.445,13.679,-77.994,34.276,5.2832
5.88,-4.9131,-6.0438,2.1813,-0.23193,0.51412,-0.30637,0.76683,0.051122,-2.739,-2.8601,-0.39348,-1.2888,-0.82034,20.85,0.91144,-1.6564,0,0,0,6.8192,6.8053,6.67,6.8154,-3.6546,26.775,13.727,-78.334,31.83,4.2484
5.89,-4.9115,-6.0712,2.1526,-0.23079,0.51185,-0.29685,0.77242,0.25943,-2.7286,-2.876,-0.4167,-1.2994,-0.82551,20.809,1.1807,-1.5189,0,0,0,6.8242,6.811,6.6796,6.8258,-4.4395,27.081,13.764,-78.641,29.363,3.2129
5.9,-4.9079,-6.0984,2.1238,-0.22987,0.50944,-0.28745,0.77782,0.46728,-2.7154,-2.8905,-0.43937,-1.3095,-0.83033,20.761,1.453,-1.3811,0,0,0,6.8284,6.8159,6.6882,6.8354,-5.2273,27.362,13.791,-78.913,26.877,2.1783
5.91,-4.9022,-6.1255,2.0948,-0.22917,0.5069,-0.27818,0.78304,0.67462,-2.6995,-2.9036,-0.46146,-1.3191,-0.8348,20.705,1.7279,-1.2431,0,0,0,6.8318,6.82,6.6958,6.8441,-6.0177,27.619,13.808,-79.151,24.376,1.1459
5.92,-4.8944,-6.1524,2.0657,-0.2287,0.50422,-0.26903,0.78809,0.88136,-2.6808,-2.9154,-0.48291,-1.3283,-0.83894,20.641,2.0053,-1.105,0,0,0,6.8345,6.8234,6.7026,6.8519,-6.8102,27.85,13.814,-79.351,21.865,0.11725
5.93,-4.8845,-6.1791,2.0365,-0.22844,0.50141,-0.26003,0.79296,1.0874,-2.6594,-2.9257,-0.50371,-1.3371,-0.84275,20.569,2.2848,-0.96686,0,0,0,6.8364,6.8261,6.7086,6.8589,-7.6046,28.056,13.81,-79.514,19.346,-0.90619
5.94,-4.8726,-6.2056,2.0072,-0.22839,0.49847,-0.25116,0.79767,1.2927,-2.6351,-2.9347,-0.52381,-1.3456,-0.84625,20.489,2.5663,-0.82882,0,0,0,6.8376,6.828,6.7137,6.8651,-8.4004,28.237,13.796,-79.639,16.824,-1.923
5.95,-4.8587,-6.2318,1.9778,-0.22855,0.4954,-0.24243,0.80223,1.4972,-2.608,-2.9423,-0.5432,-1.3538,-0.84944,20.401,2.8495,-0.69097,0,0,0,6.8382,6.8294,6.7179,6.8705,-9.1972,28.392,13.772,-79.725,14.301,-2.9316
5.96,-4.8427,-6.2577,1.9484,-0.22891,0.49221,-0.23385,0.80662,1.7007,-2.5781,-2.9485,-0.56186,-1.3617,-0.85234,20.305,3.1341,-0.55342,0,0,0,6.8381,6.8301,6.7214,6.8751,-9.9947,28.523,13.737,-79.771,11.782,-3.9307
5.97,-4.8247,-6.2833,1.9189,-0.22947,0.4889,-0.2254,0.81088,1.9032,-2.5454,-2.9534,-0.57978,-1.3695,-0.85496,20.201,3.4198,-0.41626,0,0,0,6.8374,6.8302,6.7241,6.8789,-10.793,28.628,13.693,-79.775,9.2701,-4.9188
5.98,-4.8046,-6.3086,1.8893,-0.23021,0.48546,-0.2171,0.81498,2.1047,-2.5097,-2.9569,-0.59696,-1.3771,-0.85732,20.089,3.7065,-0.27959,0,0,0,6.8361,6.8297,6.726,6.882,-11.59,28.708,13.639,-79.737,6.7685,-5.8944
5.99,-4.7826,-6.3335,1.8597,-0.23113,0.48191,-0.20894,0.81896,2.305,-2.4712,-2.959,-0.61338,-1.3845,-0.85941,19.969,3.9939,-0.14351,0,0,0,6.8342,6.8287,6.7271,6.8844,-12.387,28.763,13.575,-79.657,4.2811,-6.856
6,-4.7585,-6.358,1.8301,-0.23222,0.47823,-0.20092,0.8228,2.504,-2.4299,-2.9597,-0.62905,-1.3918,-0.86127,19.841,4.2817,-0.008121,0,0,0,6.8318,6.8271,6.7275,6.886,-13.183,28.794,13.502,-79.532,1.8115,-7.8022
6.01,-4.7325,-6.3821,1.8005,-0.23348,0.47444,-0.19304,0.82651,2.7018,-2.3856,-2.9591,-0.64398,-1.3991,-0.8629,19.705,4.5697,0.12649,0,0,0,6.8288,6.8249,6.7272,6.887,-13.978,28.8,13.419,-79.362,-0.63671,-8.7315
6.02,-4.7045,-6.4057,1.771,-0.2349,0.47054,-0.18529,0.83011,2.8981,-2.3385,-2.9572,-0.65818,-1.4063,-0.86432,19.562,4.8576,0.26023,0,0,0,6.8254,6.8223,6.7262,6.8872,-14.77,28.781,13.327,-79.146,-3.06,-9.6425
6.03,-4.6745,-6.4289,1.7414,-0.23647,0.46653,-0.17768,0.83359,3.093,-2.2884,-2.9539,-0.67165,-1.4135,-0.86554,19.41,5.1453,0.39301,0,0,0,6.8215,6.8191,6.7245,6.8868,-15.56,28.739,13.226,-78.884,-5.4548,-10.534
6.04,-4.6426,-6.4515,1.7119,-0.23818,0.4624,-0.17019,0.83695,3.2863,-2.2356,-2.9493,-0.68441,-1.4207,-0.86658,19.25,5.4323,0.52473,0,0,0,6.8171,6.8155,6.7221,6.8857,-16.348,28.672,13.117,-78.573,-7.8174,-11.404
6.05,-4.6088,-6.4736,1.6824,-0.24003,0.45817,-0.16282,0.84021,3.478,-2.1798,-2.9434,-0.69648,-1.4279,-0.86745,19.083,5.7186,0.65531,0,0,0,6.8122,6.8114,6.7191,6.884,-17.132,28.582,12.998,-78.214,-10.144,-12.251
6.06,-4.5731,-6.4951,1.653,-0.242,0.45382,-0.15558,0.84337,3.6679,-2.1212,-2.9362,-0.70787,-1.4352,-0.86817,18.908,6.0039,0.78467,0,0,0,6.807,6.8069,6.7154,6.8816,-17.912,28.469,12.872,-77.805,-12.432,-13.074
6.07,-4.5355,-6.516,1.6237,-0.24409,0.44937,-0.14845,0.84643,3.8561,-2.0597,-2.9278,-0.71861,-1.4425,-0.86875,18.725,6.2879,0.91272,0,0,0,6.8013,6.8019,6.7111,6.8786,-18.688,28.334,12.737,-77.345,-14.677,-13.871
6.08,-4.496,-6.5363,1.5945,-0.24629,0.44481,-0.14143,0.8494,4.0424,-1.9954,-2.918,-0.72872,-1.45,-0.86921,18.534,6.5705,1.0394,0,0,0,6.7953,6.7965,6.7062,6.875,-19.459,28.176,12.594,-76.833,-16.875,-14.642
6.09,-4.4546,-6.5559,1.5653,-0.2486,0.44015,-0.13451,0.85228,4.2267,-1.9283,-2.907,-0.73822,-1.4576,-0.86956,18.336,6.8514,1.1646,0,0,0,6.7888,6.7907,6.7007,6.8708,-20.224,27.997,12.444,-76.27,-19.024,-15.384
6.1,-4.4115,-6.5748,1.5363,-0.251,0.43538,-0.1277,0.85506,4.4091,-1.8584,-2.8947,-0.74714,-1.4653,-0.86982,18.13,7.1304,1.2882,0,0,0,6.782,6.7845,6.6947,6.8661,-20.984,27.796,12.287,-75.655,-21.124,-16.098
6.11,-4.3665,-6.593,1.5075,-0.2535,0.43051,-0.12098,0.85777,4.5893,-1.7857,-2.8812,-0.75549,-1.4731,-0.87,17.916,7.4072,1.4103,0,0,0,6.7748,6.7779,6.6881,6.8608,-21.737,27.574,12.122,-74.989,-23.175,-16.784
6.12,-4.3197,-6.6105,1.4787,-0.25607,0.42554,-0.11436,0.86039,4.7674,-1.7103,-2.8665,-0.76331,-1.4811,-0.87012,17.695,7.6818,1.5307,0,0,0,6.7673,6.7709,6.6809,6.855,-22.483,27.332,11.951,-74.274,-25.177,-17.443
6.13,-4.2711,-6.6272,1.4501,-0.25873,0.42046,-0.10782,0.86293,4.9432,-1.6321,-2.8506,-0.77061,-1.4892,-0.87018,17.466,7.9538,1.6493,0,0,0,6.7594,6.7636,6.6733,6.8486,-23.222,27.071,11.774,-73.51,-27.13,-18.075
6.14,-4.2208,-6.6432,1.4217,-0.26145,0.41529,-0.10136,0.86539,5.1167,-1.5512,-2.8335,-0.77741,-1.4975,-0.8702,17.23,8.2231,1.7661,0,0,0,6.7511,6.7559,6.6652,6.8419,-23.953,26.79,11.59,-72.698,-29.036,-18.681
6.15,-4.1688,-6.6583,1.3935,-0.26424,0.41001,-0.094976,0.86778,5.2878,-1.4676,-2.8153,-0.78374,-1.5059,-0.87019,16.987,8.4895,1.8811,0,0,0,6.7426,6.7479,6.6566,6.8346,-24.676,26.49,11.4,-71.84,-30.894,-19.26
6.16,-4.1151,-6.6725,1.3654,-0.26708,0.40464,-0.088666,0.8701,5.4564,-1.3814,-2.7959,-0.78962,-1.5146,-0.87015,16.737,8.7529,1.9941,0,0,0,6.7337,6.7396,6.6476,6.8269,-25.39,26.172,11.205,-70.936,-32.705,-19.812
6.17,-4.0597,-6.6859,1.3375,-0.26998,0.39917,-0.082422,0.87234,5.6225,-1.2926,-2.7754,-0.79506,-1.5234,-0.8701,16.48,9.0129,2.1052,0,0,0,6.7245,6.731,6.6382,6.8189,-26.095,25.836,11.004,-69.987,-34.469,-20.339
6.18,-4.0026,-6.6984,1.3099,-0.27292,0.3936,-0.07624,0.87452,5.786,-1.2012,-2.7538,-0.80009,-1.5323,-0.87004,16.215,9.2695,2.2142,0,0,0,6.7151,6.7221,6.6284,6.8104,-26.79,25.483,10.798,-68.995,-36.186,-20.841
6.19,-3.944,-6.7099,1.2825,-0.2759,0.38793,-0.070115,0.87663,5.9468,-1.1072,-2.7311,-0.80473,-1.5414,-0.86998,15.944,9.5225,2.3211,0,0,0,6.7053,6.713,6.6182,6.8016,-27.474,25.113,10.587,-67.959,-37.857,-21.317
6.2,-3.8837,-6.7205,1.2553,-0.27892,0.38217,-0.064044,0.87866,6.1048,-1.0107,-2.7074,-0.80899,-1.5507,-0.86992,15.666,9.7717,2.4259,0,0,0,6.6953,6.7036,6.6078,6.7924,-28.149,24.726,10.372,-66.881,-39.482,-21.769
6.21,-3.8219,-6.7301,1.2283,-0.28197,0.37631,-0.058022,0.88064,6.2601,-0.91179,-2.6826,-0.81288,-1.5601,-0.86988,15.381,10.017,2.5285,0,0,0,6.685,6.694,6.597,6.783,-28.812,24.323,10.152,-65.763,-41.061,-22.196
6.22,-3.7585,-6.7387,1.2016,-0.28504,0.37035,-0.052044,0.88254,6.4124,-0.81041,-2.6568,-0.81643,-1.5697,-0.86985,15.089,10.258,2.6289,0,0,0,6.6745,6.6841,6.5859,6.7732,-29.464,23.905,9.9279,-64.604,-42.595,-22.6
6.23,-3.6936,-6.7463,1.1752,-0.28814,0.3643,-0.046107,0.88438,6.5618,-0.70665,-2.6301,-0.81964,-1.5794,-0.86984,14.792,10.495,2.7271,0,0,0,6.6638,6.6741,6.5746,6.7632,-30.104,23.472,9.7,-63.406,-44.084,-22.979
6.24,-3.6273,-6.7528,1.149,-0.29125,0.35816,-0.040206,0.88616,6.7082,-0.60053,-2.6023,-0.82254,-1.5892,-0.86986,14.487,10.728,2.8229,0,0,0,6.6529,6.664,6.5631,6.753,-30.732,23.023,9.4684,-62.17,-45.529,-23.335
6.25,-3.5595,-6.7583,1.1232,-0.29437,0.35193,-0.034338,0.88787,6.8515,-0.49211,-2.5736,-0.82512,-1.5992,-0.8699,14.177,10.955,2.9164,0,0,0,6.6417,6.6537,6.5514,6.7425,-31.347,22.561,9.2334,-60.897,-46.929,-23.668
6.26,-3.4903,-6.7627,1.0976,-0.2975,0.34561,-0.0285,0.88952,6.9917,-0.38143,-2.544,-0.82742,-1.6093,-0.86997,13.86,11.179,3.0076,0,0,0,6.6304,6.6432,6.5395,6.7319,-31.95,22.085,8.9951,-59.587,-48.285,-23.978
6.27,-3.4197,-6.7659,1.0723,-0.30063,0.33919,-0.022686,0.8911,7.1287,-0.26855,-2.5135,-0.82942,-1.6195,-0.87007,13.538,11.397,3.0963,0,0,0,6.619,6.6327,6.5275,6.7212,-32.539,21.596,8.7539,-58.242,-49.598,-24.265
6.28,-3.3477,-6.768,1.0473,-0.30376,0.33269,-0.016895,0.89262,7.2625,-0.15351,-2.4821,-0.83116,-1.6297,-0.87021,13.21,11.611,3.1826,0,0,0,6.6074,6.6221,6.5153,6.7103,-33.114,21.093,8.5099,-56.863,-50.867,-24.531
6.29,-3.2744,-6.769,1.0226,-0.30689,0.32609,-0.011123,0.89407,7.3929,-0.036357,-2.4498,-0.83262,-1.64,-0.87037,12.876,11.819,3.2665,0,0,0,6.5957,6.6115,6.5031,6.6993,-33.676,20.578,8.2633,-55.451,-52.093,-24.775
6.3,-3.1999,-6.7688,0.99831,-0.31001,0.31941,-0.0053673,0.89546,7.52,0.082853,-2.4167,-0.83383,-1.6504,-0.87057,12.536,12.022,3.3479,0,0,0,6.5839,6.6008,6.4909,6.6882,-34.223,20.051,8.0145,-54.006,-53.277,-24.997
6.31,-3.124,-6.7673,0.97431,-0.31312,0.31265,0.0003758,0.89678,7.6436,0.20407,-2.3829,-0.83479,-1.6608,-0.87081,12.191,12.22,3.4268,0,0,0,6.5721,6.5901,6.4786,6.6771,-34.756,19.513,7.7635,-52.529,-54.419,-25.198
6.32,-3.047,-6.7647,0.95065,-0.31621,0.3058,0.0061087,0.89803,7.7638,0.32723,-2.3482,-0.8355,-1.6713,-0.87107,11.841,12.412,3.5032,0,0,0,6.5602,6.5795,6.4664,6.666,-35.274,18.963,7.5106,-51.022,-55.518,-25.378
6.33,-2.9688,-6.7608,0.92735,-0.31928,0.29886,0.011834,0.89922,7.8804,0.4523,-2.3128,-0.83598,-1.6817,-0.87136,11.486,12.599,3.577,0,0,0,6.5483,6.5689,6.4542,6.6549,-35.776,18.403,7.256,-49.485,-56.576,-25.538
6.34,-2.8894,-6.7556,0.9044,-0.32234,0.29184,0.017554,0.90034,7.9935,0.5792,-2.2767,-0.83622,-1.6921,-0.87169,11.126,12.78,3.6483,0,0,0,6.5363,6.5584,6.442,6.6439,-36.263,17.832,6.9999,-47.92,-57.593,-25.677
6.35,-2.8089,-6.7492,0.88181,-0.32537,0.28475,0.023272,0.9014,8.1029,0.70788,-2.2399,-0.83623,-1.7025,-0.87204,10.761,12.956,3.717,0,0,0,6.5244,6.5479,6.43,6.6329,-36.735,17.251,6.7425,-46.327,-58.569,-25.797
6.36,-2.7274,-6.7415,0.8596,-0.32837,0.27757,0.028989,0.90238,8.2087,0.83829,-2.2024,-0.83602,-1.7129,-0.87241,10.391,13.125,3.7831,0,0,0,6.5125,6.5376,6.4181,6.622,-37.19,16.661,6.484,-44.707,-59.504,-25.897
6.37,-2.6448,-6.7324,0.83777,-0.33134,0.27032,0.034707,0.90329,8.3107,0.97037,-2.1642,-0.83559,-1.7232,-0.87281,10.017,13.289,3.8467,0,0,0,6.5007,6.5275,6.4064,6.6112,-37.629,16.061,6.2246,-43.061,-60.399,-25.978
6.38,-2.5611,-6.722,0.81632,-0.33428,0.26299,0.040429,0.90413,8.409,1.1041,-2.1254,-0.83494,-1.7333,-0.87323,9.6386,13.447,3.9076,0,0,0,6.489,6.5175,6.3949,6.6006,-38.051,15.453,5.9645,-41.391,-61.255,-26.04
6.39,-2.4766,-6.7103,0.79526,-0.33718,0.25559,0.046155,0.9049,8.5035,1.2393,-2.0861,-0.83407,-1.7434,-0.87366,9.256,13.598,3.966,0,0,0,6.4774,6.5078,6.3836,6.5902,-38.456,14.836,5.7039,-39.696,-62.07,-26.083
6.4,-2.3911,-6.6973,0.7746,-0.34005,0.24812,0.051889,0.9056,8.5941,1.376,-2.0461,-0.83299,-1.7533,-0.8741,8.8695,13.743,4.0217,0,0,0,6.4659,6.4983,6.3726,6.58,-38.845,14.211,5.4429,-37.979,-62.847,-26.109
6.41,-2.3047,-6.6828,0.75434,-0.34287,0.24057,0.05763,0.90622,8.6809,1.5141,-2.0056,-0.83169,-1.763,-0.87455,8.4792,13.882,4.0748,0,0,0,6.4546,6.489,6.3619,6.57,-39.216,13.579,5.1818,-36.239,-63.584,-26.116
6.42,-2.2175,-6.667,0.73449,-0.34565,0.23296,0.063381,0.90677,8.7637,1.6536,-1.9646,-0.83018,-1.7726,-0.875,8.0853,14.015,4.1253,0,0,0,6.4435,6.48,6.3515,6.5603,-39.569,12.94,4.9207,-34.479,-64.283,-26.106
6.43,-2.1295,-6.6497,0.71505,-0.34839,0.22529,0.069142,0.90724,8.8426,1.7944,-1.9231,-0.82846,-1.782,-0.87545,7.6879,14.141,4.1732,0,0,0,6.4326,6.4713,6.3414,6.5508,-39.905,12.294,4.6597,-32.698,-64.944,-26.079
6.44,-2.0406,-6.6311,0.69603,-0.35108,0.21755,0.074915,0.90764,8.9174,1.9364,-1.8812,-0.82653,-1.7911,-0.87589,7.2872,14.261,4.2185,0,0,0,6.422,6.4629,6.3317,6.5417,-40.223,11.641,4.3991,-30.899,-65.566,-26.035
6.45,-1.9511,-6.611,0.67743,-0.35372,0.20976,0.0807,0.90795,8.9883,2.0796,-1.8388,-0.82438,-1.7999,-0.87633,6.8835,14.374,4.2612,0,0,0,6.4116,6.4549,6.3225,6.5329,-40.523,10.983,4.1391,-29.081,-66.152,-25.974
6.46,-1.8609,-6.5895,0.65926,-0.3563,0.20191,0.086499,0.90819,9.0551,2.2239,-1.796,-0.82203,-1.8085,-0.87675,6.4768,14.48,4.3013,0,0,0,6.4014,6.4473,6.3136,6.5244,-40.805,10.318,3.8797,-27.246,-66.7,-25.897
6.47,-1.77,-6.5665,0.64151,-0.35884,0.194,0.09231,0.90834,9.1178,2.3692,-1.7528,-0.81946,-1.8168,-0.87715,6.0674,14.58,4.3388,0,0,0,6.3916,6.4401,6.3052,6.5164,-41.068,9.6487,3.6212,-25.394,-67.211,-25.804
6.48,-1.6786,-6.5421,0.6242,-0.36131,0.18604,0.098137,0.90841,9.1764,2.5154,-1.7092,-0.81667,-1.8248,-0.87752,5.6555,14.673,4.3737,0,0,0,6.3822,6.4332,6.2973,6.5087,-41.313,8.9741,3.3637,-23.527,-67.686,-25.696
6.49,-1.5865,-6.5162,0.60733,-0.36374,0.17804,0.10398,0.9084,9.2309,2.6626,-1.6653,-0.81368,-1.8324,-0.87787,5.2412,14.76,4.4061,0,0,0,6.3731,6.4269,6.2899,6.5015,-41.539,8.2951,3.1073,-21.646,-68.124,-25.572
6.5,-1.4939,-6.4888,0.5909,-0.3661,0.16999,0.10983,0.9083,9.2813,2.8106,-1.6211,-0.81047,-1.8396,-0.87818,4.8248,14.839,4.4359,0,0,0,6.3644,6.4209,6.283,6.4947,-41.746,7.6118,2.8523,-19.751,-68.527,-25.433
6.51,-1.4009,-6.46,0.57491,-0.3684,0.16189,0.1157,0.90812,9.3274,2.9594,-1.5766,-0.80704,-1.8465,-0.87845,4.4064,14.912,4.4631,0,0,0,6.3561,6.4155,6.2767,6.4883,-41.934,6.9246,2.5987,-17.844,-68.894,-25.28
6.52,-1.3074,-6.4296,0.55937,-0.37064,0.15376,0.12159,0.90785,9.3694,3.1088,-1.5318,-0.80339,-1.8529,-0.87868,3.9862,14.978,4.4879,0,0,0,6.3482,6.4105,6.2709,6.4824,-42.102,6.234,2.3467,-15.926,-69.226,-25.113
6.53,-1.2135,-6.3978,0.54427,-0.37282,0.1456,0.12748,0.9075,9.4071,3.2589,-1.4868,-0.79953,-1.8589,-0.87886,3.5644,15.036,4.5101,0,0,0,6.3407,6.4061,6.2657,6.4771,-42.252,5.5402,2.0965,-13.996,-69.523,-24.931
6.54,-1.1193,-6.3645,0.52963,-0.37493,0.1374,0.1334,0.90706,9.4407,3.4095,-1.4416,-0.79545,-1.8645,-0.87899,3.1412,15.088,4.5298,0,0,0,6.3338,6.4022,6.2611,6.4722,-42.382,4.8437,1.8482,-12.057,-69.785,-24.736
6.55,-1.0247,-6.3296,0.51544,-0.37698,0.12918,0.13932,0.90653,9.47,3.5606,-1.3962,-0.79115,-1.8696,-0.87907,2.7168,15.133,4.547,0,0,0,6.3273,6.3988,6.2571,6.4678,-42.493,4.1447,1.6018,-10.11,-70.014,-24.528
6.56,-0.9299,-6.2933,0.50171,-0.37896,0.12093,0.14526,0.90591,9.495,3.7122,-1.3507,-0.78664,-1.8743,-0.87908,2.2914,15.171,4.5618,0,0,0,6.3213,6.396,6.2537,6.464,-42.585,3.4435,1.3576,-8.1544,-70.208,-24.307
6.57,-0.83484,-6.2554,0.48843,-0.38087,0.11266,0.15122,0.9052,9.5158,3.864,-1.305,-0.7819,-1.8784,-0.87903,1.8652,15.202,4.5742,0,0,0,6.3159,6.3937,6.251,6.4607,-42.656,2.7406,1.1157,-6.1923,-70.369,-24.073
6.58,-0.7396,-6.216,0.47561,-0.38271,0.10438,0.15718,0.9044,9.5323,4.0162,-1.2592,-0.77694,-1.882,-0.87891,1.4384,15.226,4.5842,0,0,0,6.311,6.392,6.2489,6.458,-42.708,2.0362,0.87622,-4.2243,-70.497,-23.827
6.59,-0.64421,-6.175,0.46324,-0.38448,0.096083,0.16315,0.90351,9.5445,4.1685,-1.2133,-0.77176,-1.8851,-0.87873,1.0111,15.243,4.5917,0,0,0,6.3067,6.3908,6.2474,6.4559,-42.741,1.3308,0.63923,-2.2514,-70.592,-23.569
