t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
10.26,4.1366,2.4977,2.7611,-0.036413,-0.057825,0.38966,0.91842,7.7684,7.8433,-0.77414,3.6338,-4.4525,-0.39248,-1.0133,0.16428,-2.3482,0,0,0,2.1626,2.3974,2.2437,2.306,-3.5936,-43.121,0.023629,5.8841,-1.6125,8.9074
10.27,4.2142,2.5761,2.7532,-0.010847,-0.071169,0.38883,0.91849,7.7581,7.8428,-0.79762,3.6569,-4.4166,-0.39187,-1.049,-0.26697,-2.3475,0,0,0,2.1451,2.3938,2.3592,2.2219,-3.5374,-43.126,0.11328,5.3558,0.57591,9.0233
10.28,4.2918,2.6545,2.7451,0.014758,-0.084182,0.38672,0.91823,7.7474,7.838,-0.82109,3.6611,-4.3413,-0.38924,-1.0841,-0.69817,-2.3459,0,0,0,2.1386,2.3948,2.4796,2.1482,-3.4865,-43.11,0.20409,4.8251,2.7631,9.1364
10.29,4.3692,2.7329,2.7368,0.040234,-0.096689,0.38333,0.91765,7.7364,7.8289,-0.84454,3.6467,-4.2291,-0.38463,-1.1187,-1.1291,-2.3434,0,0,0,2.1441,2.3999,2.6006,2.0883,-3.4409,-43.071,0.296,4.2923,4.948,9.2466
10.3,4.4465,2.8111,2.7282,0.065421,-0.10853,0.37871,0.9168,7.725,7.8154,-0.86796,3.6141,-4.0838,-0.37814,-1.1529,-1.5595,-2.34,0,0,0,2.1621,2.4091,2.7183,2.0449,-3.4007,-43.011,0.38901,3.7577,7.1298,9.3538
10.31,4.5237,2.8892,2.7194,0.090172,-0.11957,0.37292,0.9157,7.7133,7.7977,-0.89134,3.5647,-3.9106,-0.36993,-1.1867,-1.9892,-2.3357,0,0,0,2.1927,2.4225,2.8296,2.0196,-3.3658,-42.928,0.48307,3.2219,9.3075,9.4581
10.32,4.6007,2.967,2.7104,0.11436,-0.12969,0.36606,0.91439,7.7013,7.7756,-0.91467,3.4998,-3.7152,-0.3602,-1.2202,-2.418,-2.3304,0,0,0,2.2352,2.4403,2.9329,2.0133,-3.3363,-42.824,0.57816,2.6851,11.48,9.5593
10.33,4.6777,3.0447,2.7011,0.13787,-0.13883,0.35821,0.91291,7.6889,7.7493,-0.93794,3.4212,-3.5035,-0.34918,-1.2535,-2.8456,-2.3241,0,0,0,2.2888,2.4629,3.0271,2.0257,-3.3121,-42.699,0.67424,2.1476,13.646,9.6573
10.34,4.7545,3.122,2.6916,0.16063,-0.14692,0.3495,0.9113,7.6762,7.7187,-0.96115,3.331,-3.2815,-0.33711,-1.2865,-3.2719,-2.3169,0,0,0,2.3521,2.4907,3.1124,2.0561,-3.2933,-42.552,0.77129,1.61,15.806,9.7521
10.35,4.8312,3.199,2.6819,0.18255,-0.15394,0.34003,0.90959,7.6632,7.6839,-0.98428,3.2312,-3.0544,-0.3242,-1.3194,-3.6966,-2.3087,0,0,0,2.4238,2.5243,3.1895,2.1028,-3.2799,-42.383,0.86927,1.0725,17.957,9.8435
10.36,4.9078,3.2757,2.6719,0.20361,-0.1599,0.32993,0.90781,7.6498,7.6448,-1.0073,3.1237,-2.827,-0.3107,-1.3521,-4.1195,-2.2995,0,0,0,2.5025,2.5637,3.2596,2.164,-3.2718,-42.192,0.96815,0.53543,20.1,9.9316
10.37,4.9842,3.3519,2.6618,0.22376,-0.16482,0.31929,0.90599,7.6362,7.6015,-1.0303,3.0104,-2.6033,-0.29678,-1.3848,-4.5404,-2.2893,0,0,0,2.5867,2.6092,3.324,2.2377,-3.2692,-41.981,1.0679,-0.0007322,22.232,10.016
10.38,5.0605,3.4277,2.6513,0.24299,-0.16874,0.30823,0.90414,7.6222,7.554,-1.0531,2.8931,-2.3864,-0.28262,-1.4175,-4.959,-2.2781,0,0,0,2.6753,2.6608,3.3843,2.3217,-3.2719,-41.748,1.1685,-0.53566,24.354,10.097
10.39,5.1367,3.503,2.6407,0.26129,-0.1717,0.29685,0.90229,7.6078,7.5023,-1.0758,2.7732,-2.1788,-0.26837,-1.4503,-5.3753,-2.2659,0,0,0,2.7672,2.7184,3.4419,2.4142,-3.2799,-41.494,1.2698,-1.069,26.464,10.175
10.4,5.2127,3.5777,2.6298,0.27869,-0.17379,0.28523,0.90043,7.5931,7.4465,-1.0984,2.6523,-1.9821,-0.25415,-1.4831,-5.7888,-2.2527,0,0,0,2.8615,2.7815,3.4981,2.5134,-3.2932,-41.219,1.3719,-1.6003,28.561,10.248
10.41,5.2885,3.6519,2.6187,0.29518,-0.17504,0.27346,0.89858,7.5782,7.3866,-1.1209,2.5313,-1.7974,-0.24005,-1.5162,-6.1996,-2.2385,0,0,0,2.9575,2.8499,3.5539,2.6177,-3.3119,-40.923,1.4748,-2.1293,30.644,10.318
10.42,5.3642,3.7254,2.6074,0.31079,-0.17555,0.26159,0.89675,7.5628,7.3225,-1.1432,2.4114,-1.6253,-0.22615,-1.5494,-6.6072,-2.2232,0,0,0,3.0546,2.9232,3.6101,2.7259,-3.3358,-40.606,1.5783,-2.6556,32.713,10.384
10.43,5.4398,3.7983,2.5959,0.32556,-0.17538,0.24971,0.89493,7.5472,7.2544,-1.1653,2.2933,-1.4661,-0.2125,-1.5829,-7.0116,-2.2069,0,0,0,3.1523,3.0007,3.6675,2.8367,-3.365,-40.268,1.6825,-3.1789,34.765,10.447
10.44,5.5152,3.8705,2.5841,0.3395,-0.1746,0.23785,0.89313,7.5312,7.1823,-1.1873,2.1777,-1.3196,-0.19915,-1.6167,-7.4125,-2.1896,0,0,0,3.2505,3.0821,3.7264,2.9493,-3.3994,-39.91,1.7872,-3.6986,36.802,10.505
10.45,5.5904,3.942,2.5721,0.35265,-0.17328,0.22607,0.89135,7.5148,7.1062,-1.2091,2.0651,-1.1855,-0.18611,-1.6509,-7.8098,-2.1712,0,0,0,3.3487,3.1669,3.7873,3.063,-3.4389,-39.532,1.8925,-4.2146,38.82,10.559
10.46,5.6655,4.0126,2.5599,0.36504,-0.17147,0.21439,0.88959,7.4981,7.0261,-1.2307,1.9559,-1.0633,-0.17341,-1.6855,-8.2031,-2.1517,0,0,0,3.4469,3.2545,3.8501,3.1771,-3.4837,-39.134,1.9984,-4.7264,40.82,10.609
10.47,5.7404,4.0825,2.5475,0.37671,-0.16925,0.20286,0.88786,7.4811,6.9421,-1.2522,1.8503,-0.95246,-0.16105,-1.7206,-8.5924,-2.1312,0,0,0,3.5448,3.3444,3.9151,3.2911,-3.5335,-38.716,2.1047,-5.2337,42.8,10.655
10.48,5.8151,4.1515,2.5349,0.38769,-0.16666,0.19149,0.88614,7.4637,6.8543,-1.2734,1.7486,-0.8522,-0.14902,-1.7562,-8.9774,-2.1096,0,0,0,3.6423,3.4363,3.9821,3.4048,-3.5883,-38.278,2.2115,-5.736,44.76,10.696
10.49,5.8896,4.2195,2.522,0.39802,-0.16377,0.1803,0.88445,7.446,6.7626,-1.2943,1.6509,-0.76185,-0.13732,-1.7924,-9.3579,-2.087,0,0,0,3.7394,3.5297,4.0511,3.5177,-3.6482,-37.821,2.3186,-6.233,46.699,10.733
10.5,5.964,4.2867,2.509,0.40773,-0.1606,0.1693,0.88278,7.4279,6.6671,-1.3151,1.5572,-0.68069,-0.12595,-1.8292,-9.7337,-2.0632,0,0,0,3.836,3.6242,4.122,3.6298,-3.713,-37.344,2.4261,-6.7244,48.614,10.766
10.51,6.0382,4.3529,2.4957,0.41685,-0.15722,0.15851,0.88113,7.4094,6.5679,-1.3356,1.4675,-0.60801,-0.11489,-1.8666,-10.105,-2.0384,0,0,0,3.9319,3.7195,4.1945,3.7407,-3.7826,-36.849,2.5339,-7.2098,50.507,10.794
10.52,6.1122,4.418,2.4823,0.42541,-0.15364,0.14793,0.87951,7.3905,6.4651,-1.3559,1.3819,-0.54313,-0.10413,-1.9048,-10.471,-2.0126,0,0,0,4.0272,3.8154,4.2685,3.8503,-3.8571,-36.334,2.642,-7.6888,52.375,10.818
10.53,6.186,4.4822,2.4686,0.43344,-0.14992,0.13756,0.87791,7.3713,6.3585,-1.3758,1.3001,-0.4854,-0.09364,-1.9438,-10.831,-1.9856,0,0,0,4.1218,3.9115,4.3437,3.9587,-3.9364,-35.801,2.7503,-8.1611,54.218,10.836
10.54,6.2596,4.5452,2.4548,0.44097,-0.14607,0.12741,0.87634,7.3517,6.2485,-1.3956,1.2222,-0.43419,-0.083417,-1.9836,-11.187,-1.9576,0,0,0,4.2155,4.0075,4.42,4.0655,-4.0203,-35.25,2.8587,-8.6262,56.034,10.85
10.55,6.333,4.6071,2.4407,0.44804,-0.14213,0.11747,0.87479,7.3316,6.1348,-1.415,1.148,-0.38894,-0.073442,-2.0242,-11.536,-1.9284,0,0,0,4.3085,4.1033,4.4972,4.1709,-4.1089,-34.681,2.9673,-9.0838,57.824,10.86
10.56,6.4062,4.6679,2.4265,0.45466,-0.13812,0.10774,0.87327,7.3112,6.0178,-1.4341,1.0775,-0.34912,-0.063696,-2.0658,-11.88,-1.8982,0,0,0,4.4005,4.1986,4.575,4.2746,-4.202,-34.094,3.0759,-9.5336,59.585,10.864
10.57,6.4793,4.7275,2.412,0.46086,-0.13405,0.098213,0.87177,7.2903,5.8973,-1.453,1.0103,-0.31423,-0.054164,-2.1083,-12.218,-1.8669,0,0,0,4.4915,4.2933,4.6532,4.3768,-4.2995,-33.489,3.1845,-9.9751,61.316,10.863
10.58,6.552,4.7858,2.3974,0.46667,-0.12995,0.088885,0.87031,7.269,5.7734,-1.4715,0.94647,-0.28382,-0.044828,-2.1518,-12.55,-1.8345,0,0,0,4.5814,4.3872,4.7317,4.4772,-4.4014,-32.867,3.2931,-10.408,63.018,10.858
10.59,6.6246,4.8429,2.3826,0.4721,-0.12583,0.079748,0.86886,7.2473,5.6463,-1.4896,0.88579,-0.25749,-0.035673,-2.1963,-12.875,-1.8011,0,0,0,4.6703,4.4801,4.8102,4.576,-4.5077,-32.229,3.4017,-10.832,64.689,10.847
10.6,6.697,4.8987,2.3676,0.47718,-0.12171,0.070794,0.86745,7.2251,5.5159,-1.5075,0.82813,-0.23487,-0.026684,-2.2419,-13.194,-1.7665,0,0,0,4.758,4.5719,4.8886,4.673,-4.6181,-31.574,3.51,-11.247,66.327,10.831
10.61,6.7691,4.9532,2.3525,0.48193,-0.1176,0.062016,0.86607,7.2024,5.3824,-1.525,0.77332,-0.21561,-0.017845,-2.2887,-13.507,-1.7309,0,0,0,4.8444,4.6626,4.9668,4.7682,-4.7326,-30.902,3.6183,-11.652,67.933,10.81
10.62,6.841,5.0064,2.3371,0.48636,-0.1135,0.053406,0.86471,7.1793,5.2458,-1.5421,0.72124,-0.19942,-0.0091422,-2.3366,-13.812,-1.6941,0,0,0,4.9296,4.7519,5.0445,4.8616,-4.8511,-30.215,3.7262,-12.047,69.504,10.783
10.63,6.9127,5.0581,2.3216,0.4905,-0.10943,0.044954,0.86338,7.1557,5.1062,-1.5588,0.67174,-0.18601,-0.00056231,-2.3857,-14.111,-1.6563,0,0,0,5.0134,4.8398,5.1216,4.9532,-4.9735,-29.512,3.8339,-12.431,71.04,10.751
10.64,6.9842,5.1085,2.3059,0.49435,-0.10539,0.036652,0.86207,7.1316,4.9636,-1.5752,0.62468,-0.17514,0.0079079,-2.4361,-14.403,-1.6175,0,0,0,5.0958,4.9262,5.198,5.0428,-5.0996,-28.794,3.9412,-12.805,72.541,10.713
10.65,7.0553,5.1574,2.2901,0.49794,-0.10139,0.028492,0.86079,7.107,4.8182,-1.5912,0.57994,-0.16658,0.016281,-2.4877,-14.687,-1.5775,0,0,0,5.1766,5.0109,5.2735,5.1306,-5.2295,-28.062,4.0481,-13.167,74.005,10.67
10.66,7.1263,5.2048,2.2741,0.50127,-0.097439,0.020464,0.85954,7.0818,4.6699,-1.6068,0.53739,-0.16015,0.024568,-2.5407,-14.964,-1.5365,0,0,0,5.256,5.0941,5.3481,5.2164,-5.363,-27.315,4.1546,-13.518,75.43,10.621
10.67,7.197,5.2508,2.258,0.50437,-0.093535,0.01256,0.85832,7.0561,4.5189,-1.6219,0.49691,-0.15564,0.032782,-2.595,-15.233,-1.4944,0,0,0,5.3337,5.1754,5.4216,5.3003,-5.4998,-26.553,4.2605,-13.857,76.817,10.567
10.68,7.2674,5.2952,2.2417,0.50724,-0.089683,0.0047723,0.85711,7.0299,4.3653,-1.6367,0.45839,-0.15292,0.040932,-2.6507,-15.495,-1.4513,0,0,0,5.4099,5.255,5.4939,5.3822,-5.6401,-25.778,4.3659,-14.184,78.164,10.506
10.69,7.3376,5.3381,2.2252,0.50989,-0.085887,-0.0029084,0.85594,7.0031,4.209,-1.6509,0.42172,-0.15182,0.049029,-2.7078,-15.749,-1.4071,0,0,0,5.4843,5.3327,5.5649,5.462,-5.7835,-24.99,4.4707,-14.498,79.471,10.44
10.7,7.4075,5.3794,2.2087,0.51233,-0.082151,-0.01049,0.85478,6.9758,4.0503,-1.6648,0.38681,-0.15223,0.057083,-2.7664,-15.995,-1.3619,0,0,0,5.5569,5.4085,5.6345,5.5398,-5.93,-24.189,4.5747,-14.799,80.735,10.368
10.71,7.4771,5.4191,2.1919,0.51459,-0.078475,-0.01798,0.85365,6.9478,3.8892,-1.6782,0.35355,-0.15402,0.065103,-2.8264,-16.232,-1.3156,0,0,0,5.6278,5.4823,5.7027,5.6156,-6.0794,-23.376,4.678,-15.087,81.957,10.289
10.72,7.5464,5.4572,2.1751,0.51665,-0.074863,-0.025385,0.85254,6.9192,3.7257,-1.6911,0.32187,-0.15711,0.073098,-2.888,-16.462,-1.2683,0,0,0,5.6968,5.5541,5.7693,5.6892,-6.2317,-22.55,4.7805,-15.361,83.136,10.205
10.73,7.6155,5.4936,2.1581,0.51854,-0.071315,-0.032714,0.85145,6.89,3.56,-1.7035,0.29166,-0.16138,0.081077,-2.9511,-16.683,-1.22,0,0,0,5.7639,5.6238,5.8343,5.7607,-6.3866,-21.713,4.8821,-15.621,84.27,10.114
10.74,7.6842,5.5284,2.141,0.52025,-0.067833,-0.039973,0.85038,6.8602,3.3921,-1.7155,0.26287,-0.16677,0.089047,-3.0157,-16.896,-1.1707,0,0,0,5.8291,5.6915,5.8977,5.8301,-6.5441,-20.865,4.9827,-15.867,85.358,10.017
10.75,7.7527,5.5614,2.1238,0.52181,-0.064418,-0.047169,0.84932,6.8297,3.2221,-1.727,0.23541,-0.1732,0.097017,-3.082,-17.101,-1.1204,0,0,0,5.8923,5.757,5.9592,5.8973,-6.7039,-20.006,5.0824,-16.097,86.399,9.9143
10.76,7.8208,5.5928,2.1065,0.5232,-0.061071,-0.054308,0.84828,6.7986,3.0501,-1.7379,0.20922,-0.1806,0.10499,-3.1498,-17.296,-1.069,0,0,0,5.9535,5.8203,6.019,5.9623,-6.866,-19.137,5.181,-16.313,87.394,9.8047
10.77,7.8886,5.6224,2.0891,0.52445,-0.057794,-0.061397,0.84726,6.7667,2.8762,-1.7483,0.18424,-0.18893,0.11298,-3.2193,-17.483,-1.0167,0,0,0,6.0127,5.8814,6.077,6.0251,-7.0301,-18.258,5.2785,-16.512,88.339,9.6885
10.78,7.9561,5.6503,2.0715,0.52555,-0.054586,-0.068441,0.84625,6.7342,2.7004,-1.7582,0.1604,-0.19812,0.121,-3.2904,-17.661,-0.96347,0,0,0,6.0698,5.9403,6.133,6.0857,-7.1961,-17.37,5.3747,-16.696,89.236,9.5659
10.79,8.0233,5.6764,2.0539,0.52652,-0.051449,-0.075446,0.84525,6.7009,2.523,-1.7676,0.13765,-0.20814,0.12903,-3.3632,-17.831,-0.90924,0,0,0,6.1249,5.9969,6.1871,6.1441,-7.364,-16.474,5.4698,-16.864,90.082,9.4365
10.8,8.0902,5.7008,2.0362,0.52735,-0.048383,-0.082417,0.84426,6.6669,2.3439,-1.7764,0.11594,-0.21895,0.13711,-3.4377,-17.991,-0.85408,0,0,0,6.1778,6.0513,6.2393,6.2002,-7.5334,-15.569,5.5634,-17.015,90.876,9.3005
10.81,8.1567,5.7233,2.0184,0.52805,-0.04539,-0.089359,0.84328,6.6321,2.1632,-1.7847,0.09523,-0.23051,0.14522,-3.5139,-18.142,-0.79798,0,0,0,6.2285,6.1034,6.2894,6.254,-7.7042,-14.656,5.6557,-17.149,91.618,9.1577
10.82,8.2228,5.744,2.0005,0.52863,-0.042469,-0.096277,0.8423,6.5966,1.981,-1.7924,0.07547,-0.24278,0.15338,-3.5918,-18.284,-0.74097,0,0,0,6.2772,6.1531,6.3374,6.3056,-7.8763,-13.737,5.7466,-17.265,92.307,9.008
10.83,8.2886,5.7629,1.9825,0.52909,-0.039622,-0.10318,0.84134,6.5603,1.7975,-1.7995,0.056623,-0.25576,0.16158,-3.6714,-18.417,-0.68305,0,0,0,6.3236,6.2006,6.3834,6.3549,-8.0494,-12.81,5.8359,-17.364,92.942,8.8513
10.84,8.354,5.78,1.9645,0.52943,-0.03685,-0.11006,0.84038,6.5232,1.6127,-1.806,0.038653,-0.2694,0.16985,-3.7528,-18.54,-0.62426,0,0,0,6.3678,6.2457,6.4273,6.4019,-8.2235,-11.878,5.9236,-17.444,93.522,8.6876
10.85,8.419,5.7952,1.9464,0.52966,-0.034154,-0.11693,0.83942,6.4852,1.4268,-1.812,0.021527,-0.28369,0.17817,-3.8359,-18.654,-0.56459,0,0,0,6.4099,6.2885,6.469,6.4466,-8.3983,-10.94,6.0096,-17.506,94.045,8.5169
10.86,8.4837,5.8085,1.9283,0.52978,-0.031534,-0.1238,0.83846,6.4465,1.2397,-1.8173,0.0052153,-0.29862,0.18656,-3.9207,-18.759,-0.50407,0,0,0,6.4497,6.3289,6.5087,6.489,-8.5735,-9.9973,6.0939,-17.549,94.511,8.3389
10.87,8.548,5.82,1.9101,0.52979,-0.028992,-0.13066,0.8375,6.4068,1.0516,-1.8221,-0.01031,-0.31416,0.19502,-4.0074,-18.854,-0.44272,0,0,0,6.4873,6.367,6.5461,6.5292,-8.7492,-9.0501,6.1764,-17.573,94.919,8.1537
10.88,8.6118,5.8295,1.8918,0.5297,-0.026529,-0.13752,0.83654,6.3663,0.86264,-1.8262,-0.025074,-0.3303,0.20355,-4.0957,-18.94,-0.38055,0,0,0,6.5227,6.4028,6.5814,6.567,-8.9249,-8.0991,6.2569,-17.577,95.269,7.9612
10.89,8.6753,5.8372,1.8735,0.52951,-0.024146,-0.14438,0.83558,6.3249,0.67285,-1.8297,-0.039098,-0.34704,0.21217,-4.1859,-19.016,-0.31758,0,0,0,6.5559,6.4362,6.6146,6.6025,-9.1006,-7.1449,6.3356,-17.561,95.558,7.7613
10.9,8.7383,5.843,1.8552,0.52922,-0.021845,-0.15124,0.83461,6.2826,0.48234,-1.8325,-0.052404,-0.36436,0.22086,-4.2777,-19.083,-0.25384,0,0,0,6.5869,6.4673,6.6455,6.6358,-9.2761,-6.1882,6.4121,-17.525,95.786,7.5539
10.91,8.8009,5.8468,1.8369,0.52883,-0.019627,-0.15811,0.83364,6.2393,0.29122,-1.8347,-0.065008,-0.38225,0.22964,-4.3714,-19.14,-0.18935,0,0,0,6.6157,6.4961,6.6743,6.6668,-9.4511,-5.2294,6.4866,-17.468,95.952,7.3389
10.92,8.8631,5.8488,1.8185,0.52835,-0.017494,-0.165,0.83266,6.1951,0.099577,-1.8363,-0.076926,-0.4007,0.2385,-4.4668,-19.187,-0.12412,0,0,0,6.6422,6.5225,6.7009,6.6955,-9.6254,-4.2693,6.5589,-17.39,96.055,7.1164
10.93,8.9248,5.8488,1.8002,0.52777,-0.015448,-0.17189,0.83167,6.15,-0.092494,-1.8372,-0.088174,-0.41971,0.24746,-4.5639,-19.225,-0.058178,0,0,0,6.6666,6.5467,6.7253,6.7219,-9.7988,-3.3085,6.6289,-17.29,96.095,6.8861
10.94,8.9861,5.8469,1.7818,0.52711,-0.013491,-0.1788,0.83067,6.1039,-0.2849,-1.8375,-0.098763,-0.43926,0.2565,-4.6627,-19.254,0.008452,0,0,0,6.6888,6.5685,6.7476,6.7461,-9.9711,-2.3477,6.6966,-17.169,96.069,6.6481
10.95,9.0469,5.8431,1.7634,0.52635,-0.011624,-0.18572,0.82965,6.0567,-0.47753,-1.837,-0.1087,-0.45936,0.26565,-4.7633,-19.272,0.075746,0,0,0,6.7088,6.5882,6.7677,6.7681,-10.142,-1.3874,6.7619,-17.026,95.98,6.4025
10.96,9.1072,5.8374,1.7451,0.52551,-0.0098503,-0.19266,0.82863,6.0086,-0.67031,-1.8359,-0.11801,-0.48,0.27488,-4.8656,-19.281,0.14368,0,0,0,6.7267,6.6056,6.7857,6.7879,-10.312,-0.42827,6.8246,-16.862,95.828,6.1495
10.97,9.1671,5.8297,1.7267,0.52459,-0.0081718,-0.19961,0.82759,5.9594,-0.86313,-1.8342,-0.12668,-0.50117,0.28422,-4.9695,-19.281,0.21223,0,0,0,6.7424,6.6207,6.8016,6.8056,-10.479,0.529,6.8848,-16.678,95.615,5.8893
10.98,9.2264,5.8201,1.7084,0.52358,-0.0065908,-0.20658,0.82653,5.9092,-1.0559,-1.8317,-0.13473,-0.52287,0.29366,-5.0751,-19.271,0.28137,0,0,0,6.7561,6.6337,6.8154,6.8211,-10.645,1.4838,6.9424,-16.473,95.34,5.622
10.99,9.2853,5.8086,1.6901,0.52248,-0.00511,-0.21358,0.82545,5.8579,-1.2485,-1.8285,-0.14217,-0.54509,0.30319,-5.1824,-19.251,0.35107,0,0,0,6.7677,6.6445,6.8272,6.8344,-10.809,2.4356,6.9972,-16.248,95.006,5.348
11,9.3436,5.7952,1.6718,0.52131,-0.003732,-0.22059,0.82436,5.8055,-1.4409,-1.8247,-0.149,-0.56783,0.31283,-5.2913,-19.222,0.4213,0,0,0,6.7773,6.6533,6.8369,6.8457,-10.97,3.3837,7.0493,-16.003,94.612,5.0673
11.01,9.4014,5.7798,1.6536,0.52005,-0.0024596,-0.22762,0.82324,5.7521,-1.6329,-1.8201,-0.15523,-0.59109,0.32258,-5.4018,-19.184,0.49205,0,0,0,6.7849,6.6599,6.8445,6.8549,-11.129,4.3277,7.0986,-15.739,94.161,4.7802
11.02,9.4586,5.7625,1.6354,0.51872,-0.0012957,-0.23467,0.82211,5.6975,-1.8245,-1.8148,-0.16086,-0.61487,0.33243,-5.5139,-19.136,0.56327,0,0,0,6.7905,6.6644,6.8503,6.8621,-11.285,5.2668,7.1449,-15.456,93.653,4.4868
11.03,9.5153,5.7433,1.6173,0.5173,-0.00024325,-0.24174,0.82095,5.6418,-2.0156,-1.8088,-0.16589,-0.63915,0.34238,-5.6275,-19.078,0.63493,0,0,0,6.7942,6.667,6.854,6.8674,-11.438,6.2005,7.1883,-15.154,93.089,4.1873
11.04,9.5715,5.7222,1.5992,0.51581,0.00069461,-0.24882,0.81977,5.5849,-2.2061,-1.8021,-0.17034,-0.66394,0.35245,-5.7426,-19.012,0.70702,0,0,0,6.796,6.6676,6.8559,6.8706,-11.588,7.1284,7.2286,-14.834,92.471,3.882
11.05,9.627,5.6992,1.5813,0.51425,0.0015147,-0.25593,0.81856,5.5269,-2.3958,-1.7947,-0.17419,-0.68923,0.36261,-5.8592,-18.936,0.7795,0,0,0,6.7959,6.6663,6.8559,6.872,-11.734,8.0498,7.2659,-14.497,91.798,3.5711
11.06,9.682,5.6743,1.5633,0.5126,0.0022139,-0.26306,0.81733,5.4678,-2.5847,-1.7865,-0.17746,-0.71502,0.37289,-5.9773,-18.851,0.85233,0,0,0,6.7941,6.6631,6.8541,6.8716,-11.878,8.9642,7.3,-14.142,91.073,3.2546
11.07,9.7364,5.6475,1.5455,0.51089,0.0027887,-0.2702,0.81608,5.4074,-2.7728,-1.7777,-0.18015,-0.7413,0.38327,-6.0968,-18.756,0.92549,0,0,0,6.7906,6.6581,6.8505,6.8693,-12.017,9.8711,7.331,-13.769,90.296,2.9329
11.08,9.7901,5.6188,1.5278,0.5091,0.0032359,-0.27736,0.81479,5.3458,-2.9598,-1.768,-0.18225,-0.76806,0.39375,-6.2176,-18.653,0.99894,0,0,0,6.7853,6.6513,6.8452,6.8653,-12.153,10.77,7.3587,-13.38,89.468,2.606
11.09,9.8433,5.5883,1.5102,0.50723,0.003552,-0.28453,0.81348,5.283,-3.1458,-1.7577,-0.18378,-0.79531,0.40433,-6.3398,-18.541,1.0726,0,0,0,6.7784,6.6429,6.8383,6.8596,-12.285,11.66,7.3831,-12.975,88.591,2.2743
11.1,9.8958,5.5559,1.4926,0.50529,0.0037335,-0.29172,0.81213,5.219,-3.3306,-1.7466,-0.18474,-0.82302,0.41502,-6.4633,-18.42,1.1466,0,0,0,6.77,6.6328,6.8297,6.8522,-12.412,12.542,7.4041,-12.553,87.664,1.9378
11.11,9.9477,5.5217,1.4752,0.50328,0.0037771,-0.29893,0.81076,5.1538,-3.5142,-1.7347,-0.18512,-0.85119,0.4258,-6.588,-18.29,1.2207,0,0,0,6.76,6.6211,6.8196,6.8432,-12.536,13.413,7.4218,-12.116,86.69,1.5968
11.12,9.9989,5.4856,1.458,0.5012,0.0036792,-0.30614,0.80936,5.0872,-3.6964,-1.7222,-0.18492,-0.87981,0.43668,-6.714,-18.152,1.295,0,0,0,6.7486,6.608,6.8079,6.8326,-12.655,14.275,7.4361,-11.664,85.67,1.2515
11.13,10.049,5.4478,1.4408,0.49905,0.0034365,-0.31336,0.80793,5.0195,-3.8772,-1.7088,-0.18416,-0.90886,0.44765,-6.8411,-18.005,1.3694,0,0,0,6.7358,6.5934,6.7949,6.8206,-12.769,15.127,7.4468,-11.196,84.603,0.9021
11.14,10.099,5.4081,1.4238,0.49682,0.0030455,-0.3206,0.80646,4.9504,-4.0565,-1.6948,-0.18284,-0.93834,0.4587,-6.9694,-17.849,1.4439,0,0,0,6.7217,6.5774,6.7804,6.8071,-12.878,15.967,7.4541,-10.714,83.492,0.54871
11.15,10.148,5.3666,1.4069,0.49453,0.0025029,-0.32784,0.80496,4.8801,-4.2342,-1.68,-0.18095,-0.96823,0.46984,-7.0987,-17.685,1.5185,0,0,0,6.7063,6.5602,6.7647,6.7923,-12.983,16.796,7.4578,-10.218,82.337,0.19157
11.16,10.197,5.3234,1.3902,0.49216,0.0018054,-0.33508,0.80343,4.8084,-4.4102,-1.6644,-0.1785,-0.99851,0.48105,-7.229,-17.513,1.5931,0,0,0,6.6897,6.5417,6.7477,6.7761,-13.083,17.614,7.4579,-9.7075,81.139,-0.16913
11.17,10.245,5.2785,1.3736,0.48973,0.00094981,-0.34233,0.80186,4.7355,-4.5844,-1.6481,-0.1755,-1.0292,0.49232,-7.3603,-17.333,1.6676,0,0,0,6.6721,6.5222,6.7295,6.7588,-13.177,18.419,7.4544,-9.1838,79.9,-0.5332
11.18,10.292,5.2317,1.3572,0.48722,-6.6953e-05,-0.34959,0.80025,4.6612,-4.7568,-1.6311,-0.17194,-1.0601,0.50366,-7.4925,-17.145,1.7422,0,0,0,6.6534,6.5015,6.7102,6.7402,-13.266,19.212,7.4472,-8.647,78.62,-0.90044
11.19,10.338,5.1833,1.341,0.48464,-0.0012478,-0.35684,0.79861,4.5856,-4.9273,-1.6133,-0.16784,-1.0915,0.51505,-7.6256,-16.949,1.8166,0,0,0,6.6337,6.48,6.6899,6.7205,-13.35,19.991,7.4364,-8.0974,77.3,-1.2707
11.2,10.383,5.1332,1.325,0.482,-0.0025956,-0.36409,0.79694,4.5087,-5.0957,-1.5947,-0.16321,-1.1231,0.52648,-7.7595,-16.745,1.8909,0,0,0,6.6132,6.4576,6.6686,6.6997,-13.428,20.757,7.4218,-7.5354,75.942,-1.6437
