t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
2.44,13.769,-24.216,1.9077,0.22768,-0.58369,-0.62232,0.46925,-0.66584,-12.584,1.8553,0.61692,-0.59174,0.32364,-26.102,16.104,-3.0562,0,0,0,6.6603,6.6128,6.7147,6.7061,-11.1,21.705,-19.661,278.71,33.753,67.673
2.45,13.761,-24.341,1.9261,0.23034,-0.58571,-0.62381,0.46341,-0.92737,-12.422,1.8238,0.56831,-0.62349,0.36722,-26.199,16.323,-3.2494,0,0,0,6.6923,6.6451,6.7468,6.7392,-8.3137,22.038,-18.977,278.45,32.856,69.173
2.46,13.75,-24.464,1.9442,0.2327,-0.58765,-0.6254,0.45759,-1.1897,-12.258,1.7904,0.52169,-0.65659,0.41108,-26.269,16.545,-3.4357,0,0,0,6.7207,6.6735,6.7753,6.7686,-5.5322,22.362,-18.278,277.8,31.825,70.54
2.47,13.737,-24.586,1.9619,0.23479,-0.58953,-0.62708,0.45178,-1.4526,-12.091,1.7551,0.47697,-0.69101,0.45526,-26.31,16.77,-3.6149,0,0,0,6.7452,6.6981,6.8,6.7941,-2.7589,22.674,-17.566,276.79,30.664,71.778
2.48,13.721,-24.706,1.9792,0.23659,-0.59135,-0.62885,0.44595,-1.7158,-11.923,1.7181,0.43402,-0.72669,0.49976,-26.324,16.999,-3.787,0,0,0,6.7661,6.7189,6.8211,6.8158,0.002313,22.975,-16.843,275.41,29.376,72.888
2.49,13.703,-24.824,1.9962,0.23812,-0.59312,-0.63073,0.4401,-1.979,-11.751,1.6794,0.39275,-0.7636,0.54462,-26.31,17.23,-3.9517,0,0,0,6.7832,6.736,6.8385,6.8338,2.748,23.261,-16.109,273.68,27.966,73.873
2.5,13.682,-24.941,2.0128,0.23939,-0.59483,-0.63271,0.43422,-2.2419,-11.578,1.6391,0.35307,-0.80172,0.58986,-26.269,17.464,-4.1091,0,0,0,6.7967,6.7493,6.8524,6.8481,5.4747,23.533,-15.366,271.6,26.437,74.737
2.51,13.658,-25.056,2.029,0.2404,-0.59649,-0.63479,0.4283,-2.5043,-11.402,1.5972,0.31488,-0.84102,0.63549,-26.201,17.7,-4.259,0,0,0,6.8066,6.759,6.8626,6.8587,8.1789,23.79,-14.615,269.19,24.794,75.481
2.52,13.631,-25.169,2.0448,0.24115,-0.59811,-0.63698,0.42233,-2.7659,-11.224,1.5539,0.27811,-0.88149,0.68152,-26.105,17.939,-4.4014,0,0,0,6.8129,6.765,6.8694,6.8657,10.857,24.029,-13.857,266.45,23.04,76.108
2.53,13.603,-25.28,2.0601,0.24165,-0.59969,-0.63928,0.41629,-3.0263,-11.043,1.5092,0.2427,-0.9231,0.72797,-25.984,18.181,-4.5361,0,0,0,6.8158,6.7676,6.8728,6.8693,13.507,24.25,-13.093,263.4,21.18,76.621
2.54,13.571,-25.39,2.075,0.24191,-0.60123,-0.64168,0.41018,-3.2855,-10.86,1.4632,0.20856,-0.96585,0.77484,-25.835,18.424,-4.6632,0,0,0,6.8154,6.7667,6.8728,6.8694,16.124,24.452,-12.325,260.04,19.216,77.022
2.55,13.537,-25.497,2.0893,0.24193,-0.60273,-0.64419,0.40398,-3.543,-10.675,1.416,0.17565,-1.0097,0.82213,-25.661,18.67,-4.7826,0,0,0,6.8117,6.7625,6.8696,6.8662,18.707,24.634,-11.553,256.38,17.154,77.313
2.56,13.5,-25.603,2.1033,0.2417,-0.6042,-0.64681,0.3977,-3.7986,-10.487,1.3676,0.14391,-1.0547,0.86984,-25.461,18.917,-4.8943,0,0,0,6.8049,6.7552,6.8633,6.8597,21.251,24.795,-10.779,252.43,14.997,77.499
2.57,13.461,-25.707,2.1167,0.24124,-0.60564,-0.64953,0.39131,-4.0521,-10.296,1.3181,0.1133,-1.1008,0.91796,-25.236,19.166,-4.9982,0,0,0,6.7951,6.7448,6.8539,6.8502,23.754,24.934,-10.003,248.2,12.75,77.58
2.58,13.419,-25.809,2.1296,0.24054,-0.60704,-0.65236,0.38481,-4.3032,-10.104,1.2677,0.083787,-1.1479,0.96646,-24.986,19.416,-5.0943,0,0,0,6.7824,6.7315,6.8417,6.8377,26.214,25.05,-9.2275,243.7,10.415,77.56
2.59,13.375,-25.909,2.142,0.23961,-0.60841,-0.65529,0.37819,-4.5517,-9.9081,1.2163,0.055327,-1.1961,1.0153,-24.712,19.667,-5.1827,0,0,0,6.767,6.7154,6.8267,6.8224,28.627,25.142,-8.4524,238.94,7.9966,77.44
2.6,13.328,-26.007,2.1539,0.23844,-0.60975,-0.65832,0.37144,-4.7974,-9.7102,1.164,0.027898,-1.2453,1.0645,-24.414,19.918,-5.2634,0,0,0,6.7491,6.6967,6.8092,6.8043,30.992,25.209,-7.679,233.93,5.4994,77.225
2.61,13.279,-26.103,2.1653,0.23704,-0.61105,-0.66146,0.36455,-5.04,-9.5098,1.111,0.0014806,-1.2954,1.114,-24.093,20.171,-5.3363,0,0,0,6.7287,6.6755,6.7892,6.7837,33.305,25.252,-6.9083,228.68,2.9269,76.916
2.62,13.227,-26.198,2.1762,0.23541,-0.61233,-0.66469,0.35752,-5.2792,-9.3068,1.0573,-0.023942,-1.3465,1.1637,-23.748,20.423,-5.4016,0,0,0,6.7062,6.6521,6.7669,6.7608,35.565,25.268,-6.141,223.19,0.28304,76.515
2.63,13.173,-26.29,2.1865,0.23355,-0.61358,-0.66801,0.35034,-5.5148,-9.1013,1.003,-0.048378,-1.3985,1.2136,-23.381,20.676,-5.4592,0,0,0,6.6816,6.6267,6.7424,6.7356,37.768,25.257,-5.3783,217.48,-2.4282,76.026
2.64,13.117,-26.38,2.1962,0.23146,-0.61479,-0.67143,0.343,-5.7467,-8.8933,0.94817,-0.071834,-1.4513,1.2635,-22.993,20.928,-5.5092,0,0,0,6.6551,6.5994,6.7161,6.7084,39.914,25.219,-4.6208,211.55,-5.2029,75.451
2.65,13.058,-26.467,2.2054,0.22914,-0.61597,-0.67492,0.33549,-5.9746,-8.6827,0.89286,-0.094311,-1.5048,1.3135,-22.583,21.18,-5.5516,0,0,0,6.627,6.5704,6.6879,6.6792,41.999,25.153,-3.8695,205.42,-8.0372,74.793
2.66,12.998,-26.553,2.2141,0.22659,-0.61712,-0.6785,0.32781,-6.1983,-8.4697,0.83716,-0.1158,-1.5589,1.3634,-22.153,21.431,-5.5866,0,0,0,6.5975,6.54,6.6582,6.6485,44.021,25.058,-3.1252,199.08,-10.927,74.053
2.67,12.934,-26.637,2.2222,0.22381,-0.61823,-0.68216,0.31995,-6.4176,-8.2541,0.78115,-0.13631,-1.6135,1.413,-21.703,21.681,-5.6141,0,0,0,6.5667,6.5083,6.6271,6.6162,45.98,24.934,-2.3887,192.57,-13.869,73.236
2.68,12.869,-26.718,2.2297,0.22079,-0.61931,-0.68588,0.3119,-6.6323,-8.036,0.7249,-0.15581,-1.6686,1.4623,-21.234,21.93,-5.6344,0,0,0,6.5348,6.4756,6.5948,6.5826,47.872,24.78,-1.6607,185.87,-16.858,72.343
2.69,12.802,-26.798,2.2367,0.21755,-0.62034,-0.68966,0.30367,-6.8422,-7.8155,0.66849,-0.1743,-1.7239,1.5112,-20.746,22.177,-5.6474,0,0,0,6.5022,6.4421,6.5615,6.5479,49.697,24.597,-0.94209,179,-19.891,71.376
2.7,12.732,-26.875,2.2431,0.21408,-0.62134,-0.6935,0.29525,-7.0472,-7.5925,0.61198,-0.19176,-1.7794,1.5594,-20.24,22.422,-5.6532,0,0,0,6.4689,6.4081,6.5273,6.5123,51.452,24.382,-0.23346,171.97,-22.965,70.339
2.71,12.661,-26.949,2.2489,0.21037,-0.62229,-0.69738,0.28664,-7.247,-7.3671,0.55545,-0.20817,-1.8347,1.6068,-19.717,22.664,-5.6521,0,0,0,6.4353,6.3737,6.4926,6.476,53.136,24.137,0.46446,164.8,-26.074,69.234
2.72,12.587,-27.022,2.2542,0.20644,-0.6232,-0.7013,0.27783,-7.4415,-7.1392,0.49896,-0.22352,-1.8899,1.6532,-19.178,22.904,-5.644,0,0,0,6.4014,6.3392,6.4575,6.4392,54.747,23.861,1.151,157.48,-29.215,68.063
2.73,12.512,-27.092,2.2589,0.20228,-0.62406,-0.70525,0.26882,-7.6305,-6.909,0.44259,-0.2378,-1.9446,1.6985,-18.622,23.142,-5.6291,0,0,0,6.3677,6.3048,6.4222,6.4021,56.285,23.553,1.8255,150.03,-32.384,66.83
2.74,12.435,-27.16,2.263,0.19789,-0.62487,-0.70921,0.25961,-7.8139,-6.6764,0.3864,-0.25097,-1.9986,1.7424,-18.052,23.375,-5.6075,0,0,0,6.3342,6.2708,6.3869,6.3649,57.747,23.213,2.4874,142.45,-35.578,65.537
2.75,12.356,-27.226,2.2666,0.19328,-0.62562,-0.71319,0.25021,-7.9915,-6.4415,0.33046,-0.26304,-2.0517,1.7848,-17.468,23.606,-5.5794,0,0,0,6.3011,6.2374,6.3518,6.3279,59.133,22.841,3.1361,134.76,-38.792,64.185
2.76,12.275,-27.289,2.2696,0.18845,-0.62632,-0.71716,0.24061,-8.1632,-6.2043,0.27484,-0.27398,-2.1036,1.8254,-16.87,23.832,-5.5448,0,0,0,6.2687,6.2048,6.3171,6.2911,60.442,22.437,3.7709,126.97,-42.022,62.779
2.77,12.193,-27.35,2.2721,0.18341,-0.62695,-0.72112,0.23082,-8.3288,-5.9649,0.21959,-0.28378,-2.1541,1.864,-16.259,24.054,-5.504,0,0,0,6.2372,6.1732,6.2831,6.2549,61.672,22.001,4.3915,119.08,-45.265,61.32
2.78,12.108,-27.408,2.274,0.17816,-0.62752,-0.72506,0.22085,-8.4883,-5.7232,0.16478,-0.29245,-2.203,1.9004,-15.637,24.272,-5.4571,0,0,0,6.2067,6.1428,6.2498,6.2194,62.823,21.532,4.9972,111.1,-48.516,59.811
2.79,12.023,-27.464,2.2754,0.17271,-0.62801,-0.72896,0.2107,-8.6415,-5.4794,0.11047,-0.29998,-2.2498,1.9344,-15.003,24.485,-5.4041,0,0,0,6.1775,6.1137,6.2175,6.1849,63.894,21.03,5.5875,103.05,-51.772,58.255
2.8,11.936,-27.518,2.2762,0.16705,-0.62844,-0.73281,0.20037,-8.7883,-5.2336,0.056713,-0.30637,-2.2944,1.9657,-14.359,24.692,-5.3454,0,0,0,6.1497,6.0863,6.1863,6.1515,64.884,20.496,6.1621,94.929,-55.029,56.653
2.81,11.847,-27.569,2.2766,0.16122,-0.62879,-0.7366,0.18987,-8.9287,-4.9856,0.0035766,-0.31165,-2.3365,1.9942,-13.706,24.895,-5.2809,0,0,0,6.1234,6.0606,6.1565,6.1193,65.793,19.93,6.7205,86.749,-58.282,55.01
2.82,11.757,-27.618,2.2763,0.1552,-0.62906,-0.74033,0.17922,-9.0624,-4.7357,-0.048888,-0.31581,-2.3758,2.0197,-13.043,25.091,-5.211,0,0,0,6.0988,6.0367,6.1281,6.0887,66.619,19.331,7.2622,78.519,-61.528,53.327
2.83,11.666,-27.664,2.2756,0.14901,-0.62924,-0.74397,0.16842,-9.1895,-4.4838,-0.10063,-0.3189,-2.412,2.0419,-12.373,25.281,-5.1358,0,0,0,6.076,6.0149,6.1014,6.0596,67.363,18.699,7.7869,70.249,-64.763,51.607
2.84,11.573,-27.707,2.2743,0.14267,-0.62933,-0.74752,0.15748,-9.3099,-4.2301,-0.15159,-0.32094,-2.4449,2.0609,-11.696,25.465,-5.0553,0,0,0,6.0551,5.9952,6.0764,6.0324,68.024,18.036,8.2942,61.948,-67.983,49.852
2.85,11.48,-27.748,2.2725,0.13619,-0.62934,-0.75096,0.14642,-9.4234,-3.9745,-0.20172,-0.32198,-2.4743,2.0763,-11.013,25.642,-4.9699,0,0,0,6.0363,5.9777,6.0534,6.0071,68.602,17.34,8.7838,53.624,-71.183,48.065
2.86,11.385,-27.787,2.2703,0.12958,-0.62925,-0.75429,0.13525,-9.5301,-3.7173,-0.25097,-0.32205,-2.4999,2.0882,-10.325,25.812,-4.8797,0,0,0,6.0196,5.9624,6.0323,5.9839,69.096,16.612,9.2554,45.288,-74.361,46.249
2.87,11.289,-27.823,2.2675,0.12285,-0.62907,-0.7575,0.12399,-9.6299,-3.4583,-0.2993,-0.32122,-2.5216,2.0964,-9.6316,25.974,-4.7849,0,0,0,6.005,5.9495,6.0133,5.9628,69.507,15.853,9.7087,36.949,-77.513,44.406
2.88,11.192,-27.856,2.2643,0.11602,-0.62878,-0.76058,0.11264,-9.7227,-3.1978,-0.34665,-0.31955,-2.5393,2.1009,-8.9348,26.128,-4.6856,0,0,0,5.9926,5.939,5.9965,5.944,69.835,15.062,10.143,28.614,-80.633,42.539
2.89,11.095,-27.886,2.2606,0.10911,-0.6284,-0.76352,0.10123,-9.8086,-2.9358,-0.39299,-0.31711,-2.5527,2.1017,-8.2352,26.275,-4.5821,0,0,0,5.9824,5.9308,5.9819,5.9276,70.08,14.24,10.559,20.295,-83.719,40.65
2.9,10.996,-27.915,2.2564,0.10213,-0.62792,-0.76631,0.089764,-9.8874,-2.6723,-0.43828,-0.31397,-2.562,2.0988,-7.5335,26.413,-4.4745,0,0,0,5.9744,5.9249,5.9696,5.9135,70.241,13.388,10.956,12,-86.766,38.743
2.91,10.897,-27.94,2.2518,0.095099,-0.62734,-0.76895,0.078265,-9.9593,-2.4076,-0.48247,-0.31021,-2.567,2.0923,-6.8306,26.543,-4.363,0,0,0,5.9686,5.9213,5.9596,5.9019,70.32,12.505,11.334,3.7379,-89.771,36.818
2.92,10.797,-27.963,2.2468,0.088038,-0.62665,-0.77143,0.066747,-10.024,-2.1415,-0.52553,-0.30592,-2.5677,2.0822,-6.1274,26.663,-4.2479,0,0,0,5.9649,5.92,5.9519,5.8928,70.316,11.592,11.693,-4.4817,-92.729,34.88
2.93,10.696,-27.983,2.2413,0.080961,-0.62587,-0.77375,0.055225,-10.082,-1.8743,-0.56742,-0.30118,-2.5642,2.0686,-5.4246,26.774,-4.1292,0,0,0,5.9634,5.9209,5.9465,5.886,70.23,10.651,12.032,-12.65,-95.637,32.93
2.94,10.595,-28,2.2355,0.073887,-0.62498,-0.77591,0.043715,-10.133,-1.6061,-0.6081,-0.29608,-2.5566,2.0518,-4.723,26.876,-4.0073,0,0,0,5.9639,5.9238,5.9433,5.8818,70.063,9.6798,12.351,-20.757,-98.49,30.972
2.95,10.494,-28.015,2.2292,0.066831,-0.624,-0.7779,0.032232,-10.176,-1.3368,-0.64755,-0.29072,-2.545,2.0318,-4.0236,26.968,-3.8823,0,0,0,5.9664,5.9287,5.9423,5.8798,69.815,8.6809,12.651,-28.794,-101.29,29.007
2.96,10.392,-28.027,2.2225,0.05981,-0.62292,-0.77972,0.020792,-10.213,-1.0667,-0.68574,-0.28518,-2.5296,2.0088,-3.327,27.05,-3.7543,0,0,0,5.9707,5.9355,5.9433,5.8802,69.488,7.6543,12.931,-36.752,-104.02,27.039
2.97,10.29,-28.036,2.2155,0.052839,-0.62175,-0.78138,0.0094066,-10.243,-0.79588,-0.72263,-0.27956,-2.5106,1.9832,-2.6341,27.121,-3.6237,0,0,0,5.9768,5.944,5.9464,5.8828,69.081,6.6008,13.192,-44.621,-106.69,25.069
2.98,10.187,-28.043,2.2081,-0.045935,0.62048,0.78287,0.0019094,-10.266,-0.52436,-0.7582,-0.27393,-2.4881,1.955,-1.9456,27.182,-3.4906,0,0,0,5.9845,5.9541,5.9514,5.8874,68.596,5.5209,13.433,-52.393,-109.28,23.102
2.99,10.084,-28.047,2.2003,-0.03911,0.61913,0.7842,0.013144,-10.282,-0.25228,-0.79243,-0.26839,-2.4625,1.9246,-1.2624,27.231,-3.3551,0,0,0,5.9936,5.9656,5.9582,5.894,68.033,4.4154,13.654,-60.057,-111.81,21.138
3,9.9814,-28.048,2.1922,-0.032378,0.61769,0.78538,0.024286,-10.291,0.020231,-0.8253,-0.26302,-2.434,1.8922,-0.58521,27.27,-3.2175,0,0,0,6.0041,5.9784,5.9666,5.9024,67.395,3.285,13.856,-67.606,-114.25,19.181
3.01,9.8785,-28.046,2.1838,-0.025751,0.61618,0.78639,0.035325,-10.293,0.29307,-0.85678,-0.25789,-2.4029,1.858,0.085229,27.297,-3.0781,0,0,0,6.0158,5.9922,5.9765,5.9125,66.682,2.1306,14.038,-75.03,-116.61,17.233
3.02,9.7756,-28.042,2.1751,-0.01924,0.61458,0.78726,0.046252,-10.289,0.56613,-0.88685,-0.25307,-2.3695,1.8222,0.74817,27.312,-2.9369,0,0,0,6.0285,6.0069,5.9877,5.9239,65.895,0.95302,14.2,-82.319,-118.89,15.297
3.03,9.6727,-28.035,2.1661,-0.012855,0.61291,0.78798,0.057057,-10.279,0.83928,-0.91551,-0.24864,-2.334,1.7852,1.4029,27.316,-2.7941,0,0,0,6.042,6.0224,6,5.9367,65.036,-0.24691,14.344,-89.464,-121.08,13.375
3.04,9.57,-28.025,2.1568,-0.0066038,0.61117,0.78857,0.067735,-10.261,1.1124,-0.94273,-0.24466,-2.2967,1.7472,2.0486,27.307,-2.6501,0,0,0,6.0562,6.0383,6.0132,5.9505,64.106,-1.4683,14.468,-96.456,-123.17,11.47
3.05,9.4675,-28.013,2.1472,-0.00049422,0.60937,0.78901,0.078279,-10.238,1.3854,-0.96851,-0.24118,-2.258,1.7083,2.6848,27.286,-2.5048,0,0,0,6.0709,6.0546,6.0271,5.9651,63.107,-2.7101,14.573,-103.29,-125.17,9.585
3.06,9.3653,-27.998,2.1374,0.0054675,0.6075,0.78934,0.088684,-10.208,1.6581,-0.99282,-0.23825,-2.2181,1.6689,3.3106,27.253,-2.3587,0,0,0,6.0858,6.0711,6.0416,5.9804,62.041,-3.9713,14.66,-109.95,-127.07,7.7219
3.07,9.2634,-27.98,2.1274,0.011276,0.60557,0.78954,0.098945,-10.171,1.9304,-1.0157,-0.23593,-2.1774,1.629,3.9254,27.207,-2.2117,0,0,0,6.1008,6.0875,6.0564,5.9961,60.909,-5.251,14.728,-116.42,-128.86,5.8835
3.08,9.1619,-27.959,2.1171,0.016928,0.60359,0.78962,0.10906,-10.129,2.2022,-1.0371,-0.23425,-2.136,1.589,4.5285,27.148,-2.0642,0,0,0,6.1157,6.1037,6.0713,6.012,59.713,-6.5481,14.777,-122.71,-130.54,4.0723
3.09,9.0608,-27.936,2.1066,0.02242,0.60155,0.7896,0.11903,-10.081,2.4733,-1.057,-0.23324,-2.0942,1.549,5.1194,27.076,-1.9162,0,0,0,6.1303,6.1194,6.0861,6.0278,58.455,-7.8614,14.809,-128.8,-132.11,2.2909
3.1,8.9603,-27.909,2.096,0.02775,0.59945,0.78948,0.12884,-10.027,2.7437,-1.0754,-0.23295,-2.0523,1.5092,5.6974,26.991,-1.768,0,0,0,6.1445,6.1345,6.1006,6.0434,57.138,-9.1898,14.823,-134.68,-133.56,0.54199
3.11,8.8603,-27.881,2.0851,0.032917,0.59731,0.78927,0.13851,-9.967,3.0131,-1.0923,-0.2334,-2.0105,1.4697,6.262,26.892,-1.6198,0,0,0,6.1579,6.1487,6.1145,6.0585,55.762,-10.532,14.82,-140.35,-134.89,-1.172
3.12,8.761,-27.849,2.0741,0.037921,0.59512,0.78897,0.14803,-9.9016,3.2815,-1.1078,-0.23462,-1.969,1.4307,6.8125,26.78,-1.4717,0,0,0,6.1705,6.162,6.1278,6.0729,54.331,-11.887,14.8,-145.79,-136.09,-2.8484
3.13,8.6623,-27.815,2.063,0.042762,0.59289,0.78859,0.1574,-9.8308,3.5486,-1.1218,-0.23662,-1.9279,1.3922,7.3484,26.654,-1.3239,0,0,0,6.182,6.1741,6.1401,6.0865,52.847,-13.253,14.763,-150.99,-137.17,-4.4847
3.14,8.5644,-27.778,2.0517,0.047442,0.59061,0.78814,0.16663,-9.7547,3.8145,-1.1343,-0.23942,-1.8876,1.3545,7.8693,26.515,-1.1765,0,0,0,6.1923,6.1848,6.1512,6.0988,51.312,-14.63,14.71,-155.95,-138.11,-6.0783
3.15,8.4672,-27.739,2.0403,0.051963,0.58828,0.78762,0.17571,-9.6735,4.0789,-1.1453,-0.24305,-1.8481,1.3175,8.3745,26.362,-1.0297,0,0,0,6.2012,6.194,6.1611,6.1099,49.729,-16.015,14.642,-160.65,-138.91,-7.6267
3.16,8.3709,-27.697,2.0288,0.056326,0.58591,0.78705,0.18465,-9.5873,4.3417,-1.1549,-0.24752,-1.8096,1.2815,8.8637,26.195,-0.88369,0,0,0,6.2085,6.2015,6.1695,6.1195,48.1,-17.408,14.558,-165.09,-139.58,-9.1271
3.17,8.2755,-27.652,2.0172,0.060535,0.58349,0.78641,0.19346,-9.4962,4.6027,-1.163,-0.25284,-1.7723,1.2464,9.3364,26.014,-0.73859,0,0,0,6.214,6.2071,6.1761,6.1274,46.428,-18.806,14.459,-169.26,-140.1,-10.577
3.18,8.181,-27.605,2.0055,0.064593,0.58103,0.78573,0.20213,-9.4006,4.8619,-1.1696,-0.25901,-1.7362,1.2124,9.7921,25.818,-0.59455,0,0,0,6.2176,6.2107,6.181,6.1334,44.716,-20.209,14.347,-173.14,-140.47,-11.974
3.19,8.0875,-27.555,1.9938,0.068505,0.57852,0.78501,0.21068,-9.3005,5.1191,-1.1749,-0.26607,-1.7015,1.1794,10.231,25.609,-0.4517,0,0,0,6.2192,6.2121,6.1838,6.1375,42.966,-21.615,14.22,-176.74,-140.69,-13.316
3.2,7.995,-27.502,1.9821,0.072273,0.57596,0.78424,0.2191,-9.196,5.3741,-1.1787,-0.274,-1.6683,1.1476,10.651,25.386,-0.31019,0,0,0,6.2186,6.2113,6.1845,6.1393,41.182,-23.023,14.081,-180.03,-140.76,-14.6
3.21,7.9036,-27.447,1.9703,0.075903,0.57335,0.78345,0.22741,-9.0875,5.6267,-1.1811,-0.28283,-1.6367,1.117,11.054,25.149,-0.17014,0,0,0,6.2157,6.208,6.1829,6.1388,39.367,-24.43,13.928,-183.03,-140.67,-15.826
3.22,7.8133,-27.39,1.9584,0.0794,0.57069,0.78262,0.23561,-8.975,5.877,-1.1821,-0.29258,-1.6068,1.0877,11.439,24.898,-0.031662,0,0,0,6.2103,6.2022,6.1788,6.1359,37.523,-25.835,13.764,-185.74,-140.42,-16.995
3.23,7.7241,-27.33,1.9466,0.082768,0.56797,0.78177,0.2437,-8.8588,6.1246,-1.1817,-0.30324,-1.5787,1.0595,11.804,24.632,0.10511,0,0,0,6.2023,6.1938,6.1722,6.1304,35.653,-27.238,13.589,-188.16,-140.03,-18.109
3.24,7.6361,-27.267,1.9348,0.086012,0.5652,0.7809,0.2517,-8.739,6.3696,-1.18,-0.31484,-1.5524,1.0327,12.152,24.353,0.24008,0,0,0,6.1917,6.1826,6.163,6.1222,33.76,-28.636,13.402,-190.3,-139.5,-19.168
3.25,7.5494,-27.202,1.923,0.089138,0.56236,0.78,0.25961,-8.6158,6.6117,-1.1769,-0.32739,-1.528,1.0071,12.48,24.059,0.37312,0,0,0,6.1784,6.1686,6.151,6.1112,31.848,-30.027,13.205,-192.17,-138.82,-20.173
3.26,7.4638,-27.135,1.9113,0.092151,0.55946,0.7791,0.26743,-8.4895,6.8507,-1.1725,-0.34092,-1.5056,0.98279,12.788,23.752,0.50415,0,0,0,6.1622,6.1517,6.1362,6.0974,29.918,-31.412,12.999,-193.76,-138,-21.124
3.27,7.3796,-27.065,1.8996,0.095056,0.55649,0.77818,0.27517,-8.3601,7.0867,-1.1668,-0.35545,-1.4853,0.95981,13.078,23.431,0.63307,0,0,0,6.1432,6.1318,6.1185,6.0806,27.973,-32.787,12.783,-195.09,-137.05,-22.024
3.28,7.2966,-26.993,1.8879,0.09786,0.55344,0.77726,0.28285,-8.228,7.3193,-1.1599,-0.371,-1.467,0.93814,13.348,23.097,0.75979,0,0,0,6.1212,6.1089,6.0979,6.0608,26.017,-34.152,12.559,-196.16,-135.96,-22.872
3.29,7.215,-26.919,1.8764,0.10057,0.55031,0.77632,0.29046,-8.0932,7.5485,-1.1516,-0.3876,-1.4509,0.91777,13.598,22.748,0.88422,0,0,0,6.0961,6.0829,6.0742,6.0379,24.051,-35.506,12.326,-196.97,-134.73,-23.669
3.3,7.1348,-26.842,1.8649,0.10318,0.54709,0.77539,0.29802,-7.9561,7.7742,-1.1422,-0.40529,-1.4371,0.89872,13.829,22.387,1.0063,0,0,0,6.0681,6.0538,6.0474,6.0119,22.078,-36.846,12.085,-197.53,-133.38,-24.417
3.31,7.0559,-26.763,1.8535,0.10571,0.54378,0.77445,0.30553,-7.8167,7.9962,-1.1315,-0.4241,-1.4255,0.88098,14.04,22.011,1.1259,0,0,0,6.0369,6.0215,6.0175,5.9828,20.101,-38.173,11.838,-197.84,-131.91,-25.116
3.32,6.9784,-26.682,1.8423,0.10817,0.54038,0.77351,0.31301,-7.6753,8.2144,-1.1197,-0.44408,-1.4163,0.86456,14.231,21.623,1.243,0,0,0,6.0027,5.986,5.9846,5.9505,18.122,-39.484,11.583,-197.91,-130.31,-25.767
3.33,6.9024,-26.599,1.8311,0.11055,0.53686,0.77258,0.32045,-7.5322,8.4286,-1.1067,-0.46528,-1.4095,0.84945,14.402,21.222,1.3575,0,0,0,5.9653,5.9473,5.9484,5.915,16.144,-40.778,11.323,-197.75,-128.58,-26.371
3.34,6.8278,-26.514,1.8202,0.11286,0.53323,0.77164,0.32787,-7.3874,8.6388,-1.0925,-0.48773,-1.4053,0.83567,14.554,20.808,1.4694,0,0,0,5.9248,5.9054,5.9092,5.8764,14.168,-42.055,11.056,-197.36,-126.75,-26.93
3.35,6.7547,-26.426,1.8093,0.11511,0.52948,0.77071,0.33527,-7.2411,8.8448,-1.0773,-0.5115,-1.4036,0.8232,14.686,20.381,1.5786,0,0,0,5.8813,5.8603,5.8669,5.8346,12.197,-43.313,10.784,-196.74,-124.79,-27.443
3.36,6.683,-26.337,1.7986,0.11731,0.52559,0.76979,0.34267,-7.0937,9.0464,-1.061,-0.53666,-1.4046,0.81207,14.798,19.941,1.6851,0,0,0,5.8347,5.8121,5.8215,5.7897,10.234,-44.551,10.507,-195.9,-122.73,-27.911
3.37,6.6128,-26.245,1.7881,0.11946,0.52156,0.76887,0.35007,-6.9453,9.2435,-1.0436,-0.56326,-1.4084,0.80227,14.89,19.49,1.7888,0,0,0,5.785,5.7607,5.773,5.7417,8.2801,-45.767,10.226,-194.85,-120.56,-28.336
3.38,6.5441,-26.152,1.7777,0.12156,0.51738,0.76795,0.35748,-6.796,9.4361,-1.0252,-0.59139,-1.4151,0.79382,14.963,19.026,1.8896,0,0,0,5.7323,5.7062,5.7215,5.6906,6.3378,-46.961,9.9407,-193.58,-118.28,-28.719
3.39,6.4769,-26.057,1.7676,0.12364,0.51303,0.76704,0.3649,-6.646,9.624,-1.0058,-0.62112,-1.4249,0.78672,15.017,18.551,1.9876,0,0,0,5.6768,5.6486,5.667,5.6365,4.4092,-48.132,9.6518,-192.11,-115.89,-29.06
3.4,6.4112,-25.96,1.7576,0.12568,0.50851,0.76614,0.37235,-6.4957,9.8071,-0.98547,-0.65253,-1.4378,0.781,15.052,18.064,2.0826,0,0,0,5.6183,5.588,5.6097,5.5795,2.4963,-49.279,9.3597,-190.44,-113.41,-29.36
3.41,6.347,-25.861,1.7479,0.12771,0.50379,0.76525,0.37984,-6.3451,9.9853,-0.96418,-0.68572,-1.454,0.77667,15.067,17.565,2.1748,0,0,0,5.557,5.5245,5.5496,5.5196,0.60101,-50.4,9.0647,-188.58,-110.83,-29.62
3.42,6.2843,-25.76,1.7383,0.12972,0.49887,0.76436,0.38737,-6.1944,10.158,-0.94198,-0.72079,-1.4737,0.77376,15.064,17.056,2.2639,0,0,0,5.4931,5.4581,5.4867,5.457,-1.2746,-51.495,8.7674,-186.52,-108.15,-29.841
