t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,1.5,-0,0,-0.015338,0.99988,0,0,0,0,0,0,0,0,0,0,0,0,1.5771,2.5908,2.5907,1.5771,0,0,0,2107.6,-64.854,-369.18
0.01,8.6112e-07,-2.6425e-08,1.5,7.965e-05,0.0052107,-0.015338,0.99987,0.00034276,-1.0511e-05,-5.9337e-05,-0.00024652,2.0537,-7.0723e-07,0.10198,-0.003124,-0.017584,0,0,0,1.6174,2.5432,2.5435,1.6171,20.061,-0.61318,-3.4307,1906,-57.88,-317.45
0.02,1.3509e-05,-4.135e-07,1.5,0.00030831,0.020254,-0.015277,0.99968,0.0026751,-8.1784e-05,-0.00045755,-0.00069143,3.9387,-9.2175e-06,0.39464,-0.012041,-0.066938,0,0,0,1.6457,2.4971,2.4975,1.6453,38.149,-1.1595,-6.3589,1713.1,-51.485,-268.68
0.03,6.7049e-05,-2.0476e-06,1.5,0.00067185,0.044314,-0.015223,0.9989,0.0088067,-0.0002685,-0.0014877,-0.0012692,5.6634,-3.65e-05,0.85868,-0.026111,-0.14318,0,0,0,1.676,2.4472,2.4476,1.6755,54.352,-1.6448,-8.8138,1528.9,-45.653,-222.79
0.04,0.00020773,-6.3308e-06,1.5,0.0011561,0.076488,-0.015158,0.99695,0.020358,-0.00061923,-0.0033955,-0.0017388,7.1948,-8.4117e-05,1.4757,-0.044751,-0.24173,0,0,0,1.7236,2.3897,2.39,1.7232,68.755,-2.0744,-10.824,1353.1,-40.367,-179.72
0.05,0.00049711,-1.5123e-05,1.4999,0.0017432,0.11557,-0.015071,0.99318,0.038771,-0.001177,-0.0063823,-0.0018955,8.4626,-0.00013109,2.228,-0.067432,-0.35828,0,0,0,1.8022,2.3237,2.3238,1.8019,81.441,-2.4539,-12.417,1185.5,-35.61,-139.41
0.06,0.0010103,-3.0688e-05,1.4998,0.0024096,0.1599,-0.014955,0.98702,0.065315,-0.0019798,-0.010608,-0.0015436,9.3789,-0.00012448,3.099,-0.093679,-0.48878,0,0,0,1.9185,2.255,2.2549,1.9187,92.492,-2.7883,-13.621,1026.1,-31.366,-101.78
0.07,0.0018342,-5.5647e-05,1.4997,0.003126,0.20738,-0.014806,0.97814,0.10109,-0.003061,-0.016192,-0.00052226,9.8721,2.1147e-05,4.0727,-0.12307,-0.62949,0,0,0,2.0698,2.1972,2.1971,2.0707,101.99,-3.0828,-14.462,874.66,-27.616,-66.77
0.08,0.0030661,-9.2935e-05,1.4995,0.0038606,0.25569,-0.014623,0.96664,0.14706,-0.0044503,-0.02322,0.001268,9.9215,0.00041184,5.1339,-0.15522,-0.77689,0,0,0,2.2449,2.1692,2.1691,2.2468,110.01,-3.3423,-14.965,730.97,-24.346,-34.311
0.09,0.0048121,-0.00014577,1.4992,0.0045842,0.30262,-0.014414,0.95299,0.20402,-0.0061735,-0.031741,0.0038541,9.5726,0.0011532,6.2683,-0.18981,-0.92775,0,0,0,2.4305,2.1877,2.1879,2.4335,116.63,-3.5713,-15.156,594.89,-21.537,-4.3359
0.1,0.0071853,-0.0002176,1.4989,0.0052752,0.34644,-0.014188,0.93795,0.27262,-0.0082537,-0.041776,0.0071995,8.924,0.0023297,7.4622,-0.22656,-1.0791,0,0,0,2.6173,2.2614,2.262,2.6216,121.93,-3.7745,-15.06,466.27,-19.174,23.223
0.11,0.010305,-0.0003121,1.4984,0.0059218,0.38606,-0.013955,0.92235,0.35342,-0.010711,-0.053315,0.01123,8.0942,0.0039943,8.7028,-0.26523,-1.2281,0,0,0,2.8027,2.3888,2.3899,2.8081,125.98,-3.9562,-14.7,344.93,-17.239,48.432
0.12,0.014296,-0.00043314,1.4978,0.0065219,0.42103,-0.013724,0.90692,0.4468,-0.013564,-0.066321,0.015863,7.1908,0.00617,9.9779,-0.30562,-1.3723,0,0,0,2.9886,2.5615,2.5632,2.9952,128.86,-4.1206,-14.099,230.71,-15.716,71.36
0.13,0.019284,-0.00058475,1.4971,0.0070807,0.45134,-0.013499,0.89222,0.55305,-0.016829,-0.080736,0.021023,6.2931,0.0088585,11.276,-0.3476,-1.5093,0,0,0,3.1786,2.7683,2.7706,3.1862,130.62,-4.2718,-13.28,123.45,-14.587,92.073
0.14,0.0254,-0.00077114,1.4962,0.0076083,0.47731,-0.013284,0.8786,0.67236,-0.020521,-0.096477,0.026656,5.4503,0.012051,12.587,-0.39103,-1.6372,0,0,0,3.3753,2.9984,3.0014,3.384,131.35,-4.4137,-12.265,22.969,-13.836,110.64
0.15,0.032775,-0.00099664,1.4951,0.0081168,0.49939,-0.013076,0.86624,0.8048,-0.024654,-0.11344,0.032726,4.6868,0.015737,13.9,-0.43585,-1.754,0,0,0,3.5798,3.2433,3.2469,3.5895,131.1,-4.5498,-11.074,-70.885,-13.447,127.12
0.16,0.04154,-0.0012657,1.4939,0.0086197,0.51807,-0.012874,0.8552,0.95034,-0.029242,-0.13152,0.039216,4.0103,0.019908,15.206,-0.48202,-1.8582,0,0,0,3.7914,3.4961,3.5004,3.8021,129.95,-4.6837,-9.7288,-158.28,-13.402,141.6
0.17,0.051825,-0.001583,1.4925,0.00913,0.53383,-0.012672,0.84545,1.1089,-0.034299,-0.15056,0.046123,3.4186,0.024562,16.496,-0.52953,-1.9481,0,0,0,4.0086,3.7521,3.757,4.0203,127.96,-4.8189,-8.2486,-239.39,-13.685,154.12
0.18,0.06376,-0.0019533,1.4909,0.0096604,0.54709,-0.012468,0.83692,1.2802,-0.039837,-0.17043,0.053452,2.9045,0.029703,17.763,-0.57841,-2.0227,0,0,0,4.2293,4.0073,4.0129,4.242,125.18,-4.9585,-6.6525,-314.36,-14.278,164.77
0.19,0.07747,-0.0023814,1.4891,0.010223,0.55824,-0.012254,0.82953,1.464,-0.045872,-0.19096,0.061217,2.4588,0.035342,18.997,-0.62872,-2.0809,0,0,0,4.4509,4.2592,4.2655,4.4647,121.69,-5.1054,-4.9592,-383.38,-15.165,173.61
0.2,0.09308,-0.0028725,1.4871,0.01083,0.56757,-0.012027,0.82317,1.66,-0.052417,-0.21199,0.069439,2.0721,0.041496,20.194,-0.68055,-2.1217,0,0,0,4.6712,4.5054,4.5124,4.6861,117.54,-5.2627,-3.1862,-446.6,-16.33,180.7
0.21,0.11071,-0.0034315,1.4848,0.011491,0.57536,-0.011779,0.81774,1.8677,-0.059488,-0.23333,0.078142,1.7356,0.048188,21.346,-0.73402,-2.1444,0,0,0,4.888,4.7441,4.7518,4.904,112.78,-5.4329,-1.3507,-504.19,-17.755,186.12
0.22,0.13047,-0.004064,1.4824,0.012217,0.58181,-0.011507,0.81315,2.0868,-0.067103,-0.25481,0.087354,1.4414,0.055447,22.448,-0.78926,-2.1485,0,0,0,5.0992,4.9738,4.9822,5.1164,107.47,-5.6186,0.53088,-556.32,-19.424,189.93
0.23,0.15248,-0.0047755,1.4797,0.013018,0.58711,-0.011204,0.80933,2.3165,-0.07528,-0.27624,0.097106,1.1827,0.063306,23.494,-0.84645,-2.1337,0,0,0,5.3031,5.1931,5.2024,5.3216,101.67,-5.8221,2.4428,-603.14,-21.319,192.2
0.24,0.17684,-0.0055716,1.4769,0.013904,0.5914,-0.010866,0.80619,2.5564,-0.084039,-0.29742,0.10743,0.95368,0.071803,24.48,-0.90577,-2.0996,0,0,0,5.498,5.4011,5.4112,5.5179,95.425,-6.0457,4.3699,-644.83,-23.425,192.99
0.25,0.20364,-0.0064583,1.4738,0.014884,0.5948,-0.010488,0.80367,2.8059,-0.093404,-0.31817,0.11837,0.74937,0.080984,25.401,-0.96744,-2.0463,0,0,0,5.6826,5.5967,5.6077,5.704,88.789,-6.2913,6.2978,-681.56,-25.724,192.37
0.26,0.23298,-0.0074418,1.4705,0.015967,0.59741,-0.010066,0.80171,3.0642,-0.1034,-0.33828,0.12997,0.56564,0.090895,26.254,-1.0317,-1.9737,0,0,0,5.8558,5.779,5.791,5.8789,81.81,-6.5608,8.2128,-713.48,-28.199,190.41
0.27,0.26495,-0.0085284,1.467,0.017161,0.59931,-0.0095955,0.80027,3.3307,-0.11405,-0.35758,0.14227,0.399,0.10159,27.036,-1.0987,-1.8821,0,0,0,6.0166,5.9475,5.9605,6.0414,74.535,-6.8558,10.102,-740.76,-30.835,187.19
0.28,0.29962,-0.009725,1.4634,0.018477,0.60057,-0.0090726,0.79931,3.6047,-0.12538,-0.37586,0.15532,0.24648,0.11313,27.744,-1.1689,-1.7718,0,0,0,6.1641,6.1014,6.1155,6.1907,67.01,-7.1779,11.953,-763.57,-33.613,182.75
0.29,0.33707,-0.011038,1.4595,0.019922,0.60124,-0.0084941,0.79878,3.8854,-0.13744,-0.39295,0.16918,0.10557,0.12559,28.376,-1.2424,-1.6432,0,0,0,6.2976,6.2404,6.2556,6.3263,59.278,-7.5285,13.753,-782.07,-36.517,177.18
0.3,0.37735,-0.012476,1.4555,0.021504,0.60136,-0.0078572,0.79865,4.172,-0.15024,-0.40867,0.18391,-0.025854,0.13902,28.929,-1.3196,-1.4969,0,0,0,6.4167,6.3639,6.3805,6.4476,51.382,-7.9086,15.493,-796.43,-39.53,170.54
0.31,0.42053,-0.014046,1.4514,0.023233,0.60096,-0.0071591,0.79891,4.4637,-0.16384,-0.42283,0.19958,-0.14965,0.15351,29.403,-1.4007,-1.3336,0,0,0,6.521,6.4719,6.4898,6.5542,43.362,-8.3194,17.16,-806.82,-42.636,162.89
0.32,0.46664,-0.015756,1.4471,0.025116,0.60008,-0.006398,0.79952,4.7598,-0.17827,-0.43529,0.21625,-0.26741,0.16914,29.796,-1.486,-1.154,0,0,0,6.61,6.564,6.5834,6.6459,35.258,-8.7616,18.747,-813.39,-45.818,154.3
0.33,0.51573,-0.017614,1.4427,0.027162,0.59872,-0.0055722,0.80048,5.0594,-0.19358,-0.44586,0.23402,-0.38054,0.18601,30.108,-1.576,-0.95897,0,0,0,6.6838,6.6402,6.6612,6.7224,27.107,-9.236,20.244,-816.32,-49.059,144.85
0.34,0.56784,-0.01963,1.4382,0.02938,0.59691,-0.0046809,0.80175,5.3617,-0.20981,-0.45442,0.25297,-0.49031,0.20422,30.338,-1.6709,-0.74946,0,0,0,6.7421,6.7006,6.7233,6.7837,18.943,-9.7429,21.641,-815.77,-52.342,134.6
0.35,0.62297,-0.021814,1.4336,0.031778,0.59465,-0.0037237,0.80335,5.6658,-0.22701,-0.46081,0.27319,-0.59783,0.22387,30.487,-1.771,-0.52649,0,0,0,6.7851,6.745,6.7696,6.8299,10.802,-10.283,22.933,-811.91,-55.65,123.61
0.36,0.68116,-0.024174,1.4289,0.034365,0.59195,-0.002701,0.80524,5.9711,-0.24524,-0.46491,0.29481,-0.70413,0.24507,30.555,-1.8766,-0.29117,0,0,0,6.8129,6.7739,6.8005,6.8612,2.7158,-10.856,24.111,-804.9,-58.967,111.95
0.37,0.7424,-0.026722,1.4243,0.037148,0.5888,-0.001614,0.80742,6.2767,-0.26456,-0.46659,0.31792,-0.81018,0.26796,30.542,-1.9882,-0.044662,0,0,0,6.8256,6.7873,6.8161,6.8776,-5.2856,-11.462,25.17,-794.9,-62.275,99.691
0.38,0.80669,-0.029469,1.4196,0.040137,0.5852,-0.0004646,0.8099,6.5817,-0.28503,-0.46577,0.34268,-0.91689,0.29267,30.449,-2.106,0.21181,0,0,0,6.8236,6.7856,6.8167,6.8797,-13.173,-12.101,26.103,-782.08,-65.559,86.901
0.39,0.87403,-0.032427,1.415,0.043342,0.58113,0.00074434,0.81265,6.8854,-0.30671,-0.46233,0.36921,-1.0251,0.31935,30.279,-2.2303,0.47697,0,0,0,6.8072,6.7691,6.8029,6.8676,-20.918,-12.773,26.907,-766.62,-68.801,73.646
0.4,0.94439,-0.035607,1.4104,0.04677,0.57659,0.0020089,0.81569,7.187,-0.32966,-0.4562,0.39768,-1.1357,0.34815,30.031,-2.3616,0.74949,0,0,0,6.7768,6.7384,6.775,6.8419,-28.497,-13.477,27.575,-748.66,-71.984,59.992
0.41,1.0178,-0.039024,1.4059,0.050433,0.57156,0.0033239,0.819,7.4858,-0.35396,-0.44732,0.42825,-1.2495,0.37923,29.709,-2.5,1.028,0,0,0,6.7331,6.6939,6.7335,6.8032,-35.884,-14.213,28.105,-728.39,-75.092,46.007
0.42,1.0941,-0.042691,1.4014,0.054339,0.56601,0.0046831,0.82259,7.781,-0.37968,-0.43563,0.46111,-1.3674,0.41278,29.314,-2.6459,1.3111,0,0,0,6.6765,6.6362,6.6791,6.752,-43.057,-14.979,28.494,-705.96,-78.108,31.758
0.43,1.1734,-0.046623,1.3972,0.058498,0.55992,0.0060786,0.82646,8.0718,-0.40691,-0.42109,0.49647,-1.4901,0.44897,28.849,-2.7997,1.5974,0,0,0,6.6077,6.566,6.6125,6.689,-49.996,-15.774,28.74,-681.53,-81.014,17.313
0.44,1.2555,-0.050835,1.393,0.062921,0.55326,0.0075009,0.8306,8.3577,-0.4357,-0.40367,0.53454,-1.6186,0.488,28.315,-2.9615,1.8854,0,0,0,6.5275,6.484,6.5343,6.6149,-56.682,-16.599,28.84,-655.28,-83.795,2.7387
0.45,1.3405,-0.055343,1.3891,0.067619,0.54599,0.0089387,0.83501,8.6379,-0.46616,-0.38338,0.57555,-1.7537,0.53007,27.716,-3.1317,2.1737,0,0,0,6.4366,6.3908,6.4453,6.5305,-63.097,-17.45,28.794,-627.38,-86.434,-11.898
0.46,1.4283,-0.060164,1.3854,0.072602,0.53807,0.010379,0.8397,8.9118,-0.49837,-0.3602,0.61977,-1.8963,0.57536,27.054,-3.3106,2.4608,0,0,0,6.3358,6.2874,6.3463,6.4366,-69.225,-18.327,28.602,-597.97,-88.913,-26.528
0.47,1.5187,-0.065316,1.3819,0.077883,0.52946,0.011805,0.84467,9.1788,-0.5324,-0.33417,0.66745,-2.0473,0.62409,26.333,-3.4983,2.7453,0,0,0,6.2261,6.1746,6.2383,6.3342,-75.052,-19.228,28.264,-567.24,-91.215,-41.087
0.48,1.6118,-0.070818,1.3787,0.083472,0.5201,0.013199,0.84991,9.4383,-0.56836,-0.30531,0.71887,-2.2076,0.67644,25.554,-3.6952,3.0256,0,0,0,6.1085,6.0534,6.1222,6.2241,-80.566,-20.15,27.781,-535.35,-93.325,-55.505
0.49,1.7074,-0.07669,1.3758,0.089381,0.50995,0.014539,0.85542,9.6897,-0.60634,-0.27367,0.77432,-2.378,0.73259,24.723,-3.9014,3.3004,0,0,0,5.9839,5.9248,5.999,6.1072,-85.755,-21.093,27.155,-502.45,-95.226,-69.716
0.5,1.8056,-0.082952,1.3732,0.095623,0.49894,0.0158,0.8612,9.9326,-0.64642,-0.23932,0.8341,-2.5594,0.79267,23.84,-4.1171,3.5683,0,0,0,5.8535,5.7897,5.8697,5.9847,-90.612,-22.054,26.387,-468.73,-96.9,-83.653
0.51,1.9061,-0.089626,1.371,0.10221,0.48702,0.016954,0.86723,10.166,-0.68872,-0.20234,0.8985,-2.7526,0.8568,22.911,-4.3426,3.8277,0,0,0,5.7184,5.6495,5.7354,5.8575,-95.128,-23.031,25.483,-434.33,-98.33,-97.248
0.52,2.0089,-0.096734,1.3692,0.10915,0.4741,0.017969,0.8735,10.391,-0.73331,-0.1628,0.96778,-2.958,0.92503,21.939,-4.5778,4.0775,0,0,0,5.5798,5.5053,5.5974,5.7267,-99.297,-24.02,24.444,-399.44,-99.5,-110.43
0.53,2.1138,-0.1043,1.3678,0.11645,0.46012,0.018806,0.87999,10.605,-0.7803,-0.12082,1.0422,-3.1762,0.99733,20.927,-4.823,4.3162,0,0,0,5.4391,5.3583,5.4568,5.5933,-103.12,-25.02,23.276,-364.21,-100.39,-123.14
0.54,2.2209,-0.11235,1.3668,0.12413,0.445,0.019426,0.88667,10.809,-0.8298,-0.07652,1.1219,-3.4071,1.0736,19.878,-5.0782,4.5426,0,0,0,5.2975,5.2101,5.3149,5.4583,-106.58,-26.027,21.983,-328.8,-100.99,-135.31
0.55,2.33,-0.1209,1.3663,0.13219,0.42867,0.01978,0.89352,11.002,-0.8819,-0.030018,1.2071,-3.6505,1.1534,18.796,-5.3435,4.7554,0,0,0,5.1565,5.0622,5.1731,5.3229,-109.69,-27.038,20.571,-293.4,-101.28,-146.87
0.56,2.4409,-0.13,1.3662,0.14063,0.41106,0.019819,0.90048,11.185,-0.93671,0.01854,1.2978,-3.9054,1.2365,17.685,-5.619,4.9536,0,0,0,5.0174,4.916,5.0328,5.188,-112.45,-28.051,19.048,-258.15,-101.25,-157.74
0.57,2.5537,-0.13965,1.3666,0.14947,0.39209,0.019488,0.90749,11.356,-0.99432,0.069002,1.3939,-4.17,1.3222,16.548,-5.9046,5.136,0,0,0,4.8819,4.7734,4.8954,5.0546,-114.86,-29.062,17.419,-223.22,-100.86,-167.87
0.58,2.668,-0.14989,1.3676,0.15868,0.37172,0.018727,0.91449,11.516,-1.0548,0.1212,1.495,-4.442,1.4095,15.389,-6.2002,5.3017,0,0,0,4.7513,4.6362,4.7625,4.9236,-116.91,-30.067,15.693,-188.79,-100.12,-177.19
0.59,2.7839,-0.16075,1.3691,0.16828,0.3499,0.017476,0.92138,11.664,-1.1184,0.17498,1.6007,-4.7176,1.4974,14.211,-6.5059,5.4496,0,0,0,4.6273,4.5062,4.6356,4.7959,-118.63,-31.063,13.878,-155.01,-99,-185.63
0.6,2.9013,-0.17227,1.3711,0.17824,0.32661,0.015673,0.92807,11.8,-1.185,0.23013,1.7103,-4.992,1.5843,13.018,-6.8214,5.579,0,0,0,4.5113,4.3854,4.5163,4.6724,-120.02,-32.046,11.983,-122.06,-97.486,-193.13
0.61,3.0199,-0.18447,1.3737,0.18855,0.30187,0.013259,0.93442,11.924,-1.2548,0.28649,1.8226,-5.2591,1.6685,11.812,-7.1467,5.689,0,0,0,4.4047,4.2758,4.4062,4.554,-121.08,-33.012,10.019,-90.091,-95.56,-199.6
0.62,3.1397,-0.19738,1.3768,0.19917,0.27573,0.010178,0.94032,12.036,-1.3279,0.34385,1.9363,-5.5118,1.7481,10.597,-7.4816,5.7791,0,0,0,4.3089,4.1791,4.3066,4.4416,-121.82,-33.956,7.9949,-59.229,-93.214,-205.03
0.63,3.2606,-0.21104,1.3805,0.21008,0.24828,0.0063852,0.94561,12.136,-1.4045,0.40201,2.0498,-5.7417,1.8208,9.3765,-7.8258,5.8488,0,0,0,4.2251,4.0972,4.219,4.3362,-122.27,-34.875,5.9219,-29.476,-90.463,-209.41
0.64,3.3824,-0.22548,1.3849,0.22122,0.21966,0.0018462,0.95016,12.224,-1.4845,0.46075,2.1611,-5.9401,1.8843,8.1529,-8.179,5.8975,0,0,0,4.1543,4.0313,4.1446,4.2389,-122.42,-35.764,3.81,-0.82096,-87.32,-212.8
0.65,3.505,-0.24074,1.3898,0.23256,0.19008,-0.0034567,0.95382,12.299,-1.5681,0.51988,2.2682,-6.0981,1.9364,6.9291,-8.5409,5.9249,0,0,0,4.0975,3.9826,4.0843,4.1512,-122.29,-36.62,1.6691,26.75,-83.804,-215.22
0.66,3.6283,-0.25685,1.3953,0.24405,0.15977,-0.0095218,0.95646,12.362,-1.6553,0.57918,2.3689,-6.2076,1.9751,5.7081,-8.9113,5.9308,0,0,0,4.0551,3.9514,4.0389,4.0744,-121.89,-37.439,-0.49125,53.249,-79.929,-216.7
0.67,3.7522,-0.27386,1.4013,0.25562,0.12904,-0.016326,0.95799,12.413,-1.7463,0.63843,2.4612,-6.2625,1.9988,4.4923,-9.2896,5.915,0,0,0,4.0277,3.9379,4.0087,4.0103,-121.22,-38.217,-2.6618,78.69,-75.712,-217.27
0.68,3.8765,-0.29179,1.408,0.26724,0.09819,-0.023826,0.95832,12.452,-1.8412,0.69741,2.5432,-6.2586,2.0063,3.2844,-9.6755,5.8775,0,0,0,4.0154,3.9413,3.9937,3.9605,-120.31,-38.952,-4.8337,103.08,-71.17,-216.96
0.69,4.0012,-0.31069,1.4153,0.27886,0.067571,-0.031955,0.95742,12.479,-1.9399,0.75591,2.6134,-6.1948,1.9973,2.0868,-10.068,5.8184,0,0,0,4.0181,3.9607,3.9937,3.9265,-119.17,-39.64,-6.9983,126.45,-66.316,-215.82
0.7,4.1261,-0.3306,1.4231,0.29043,0.037511,-0.040634,0.9553,12.494,-2.0425,0.8137,2.6707,-6.0733,1.9721,0.90183,-10.468,5.7376,0,0,0,4.0354,3.9948,4.0082,3.9094,-117.79,-40.277,-9.1473,148.79,-61.169,-213.86
0.71,4.2511,-0.35156,1.4316,0.30192,0.0083245,-0.049768,0.952,12.497,-2.1493,0.87059,2.7146,-5.8988,1.9316,-0.26826,-10.874,5.6355,0,0,0,4.0667,4.042,4.0365,3.91,-116.19,-40.862,-11.273,170.12,-55.745,-211.12
0.72,4.376,-0.3736,1.4405,0.31332,-0.019714,-0.059256,0.94759,12.489,-2.26,0.92634,2.7451,-5.6783,1.8772,-1.4214,-11.285,5.5123,0,0,0,4.1112,4.1007,4.0776,3.9283,-114.39,-41.391,-13.367,190.46,-50.058,-207.63
0.73,4.5008,-0.39677,1.4501,0.32461,-0.046377,-0.068995,0.94219,12.469,-2.375,0.98076,2.7624,-5.4204,1.811,-2.5554,-11.701,5.3683,0,0,0,4.168,4.1696,4.1307,3.9639,-112.39,-41.862,-15.423,209.81,-44.125,-203.43
0.74,4.6253,-0.42111,1.4602,0.33577,-0.071489,-0.078883,0.93591,12.438,-2.4941,1.0336,2.7673,-5.1343,1.7351,-3.6685,-12.122,5.204,0,0,0,4.2358,4.2473,4.1948,4.0159,-110.2,-42.273,-17.434,228.2,-37.963,-198.54
0.75,4.7495,-0.44667,1.4708,0.34681,-0.094931,-0.088827,0.92888,12.395,-2.6174,1.0848,2.7609,-4.8291,1.6515,-4.7588,-12.547,5.0198,0,0,0,4.3136,4.3325,4.2688,4.0827,-107.83,-42.621,-19.392,245.63,-31.587,-193
0.76,4.8732,-0.47348,1.4818,0.35772,-0.11663,-0.098739,0.92124,12.342,-2.745,1.134,2.7443,-4.513,1.5624,-5.8245,-12.974,4.8163,0,0,0,4.4,4.4243,4.3515,4.1628,-105.29,-42.904,-21.291,262.11,-25.014,-186.84
0.77,4.9963,-0.50158,1.4934,0.3685,-0.13658,-0.10854,0.91311,12.279,-2.8769,1.181,2.7188,-4.1932,1.4698,-6.864,-13.405,4.5942,0,0,0,4.4938,4.5215,4.4419,4.2542,-102.59,-43.121,-23.127,277.67,-18.259,-180.08
0.78,5.1187,-0.53103,1.5055,0.37914,-0.15477,-0.11817,0.90462,12.205,-3.0131,1.2258,2.6856,-3.8759,1.3752,-7.8757,-13.837,4.354,0,0,0,4.5938,4.6234,4.5389,4.355,-99.738,-43.269,-24.891,292.3,-11.338,-172.77
0.79,5.2404,-0.56186,1.5179,0.38966,-0.17127,-0.12757,0.89586,12.122,-3.1537,1.2681,2.6459,-3.5656,1.28,-8.8583,-14.27,4.0966,0,0,0,4.6989,4.7292,4.6415,4.4635,-96.745,-43.347,-26.58,306.03,-4.2687,-164.93
0.8,5.3611,-0.59412,1.5308,0.40005,-0.18613,-0.13668,0.88692,12.028,-3.2985,1.3077,2.6008,-3.2658,1.1855,-9.8102,-14.703,3.8227,0,0,0,4.8078,4.8379,4.7484,4.5779,-93.62,-43.354,-28.188,318.87,2.9343,-156.6
0.81,5.4809,-0.62784,1.5441,0.4103,-0.19944,-0.14548,0.8779,11.926,-3.4477,1.3445,2.5513,-2.9788,1.0923,-10.73,-15.137,3.5331,0,0,0,4.9197,4.949,4.8588,4.6965,-90.371,-43.288,-29.711,330.83,10.255,-147.8
0.82,5.5996,-0.66309,1.5577,0.42041,-0.2113,-0.15392,0.86886,11.814,-3.6013,1.3783,2.4982,-2.7064,1.0013,-11.617,-15.569,3.2288,0,0,0,5.0336,5.0615,4.9715,4.8181,-87.006,-43.148,-31.143,341.92,17.676,-138.58
0.83,5.7172,-0.69988,1.5716,0.43037,-0.22179,-0.16199,0.85985,11.693,-3.7591,1.409,2.4423,-2.4491,0.91277,-12.47,-15.999,2.9106,0,0,0,5.1485,5.1749,5.0858,4.9412,-83.535,-42.934,-32.481,352.16,25.183,-128.95
0.84,5.8335,-0.73828,1.5859,0.44018,-0.23102,-0.16967,0.85093,11.564,-3.9212,1.4365,2.3843,-2.2073,0.82705,-13.288,-16.427,2.5795,0,0,0,5.2636,5.2884,5.2008,5.0649,-79.966,-42.644,-33.721,361.55,32.758,-118.96
0.85,5.9484,-0.77832,1.6004,0.44983,-0.2391,-0.17693,0.84213,11.428,-4.0876,1.4605,2.3246,-1.9809,0.74431,-14.069,-16.852,2.2365,0,0,0,5.3783,5.4014,5.3155,5.188,-76.307,-42.279,-34.859,370.12,40.387,-108.62
0.86,6.062,-0.82005,1.6151,0.45931,-0.2461,-0.18378,0.83348,11.283,-4.2583,1.4811,2.2638,-1.7694,0.6646,-14.813,-17.273,1.8827,0,0,0,5.4918,5.5133,5.4294,5.3099,-72.566,-41.837,-35.892,377.87,48.052,-97.989
0.87,6.1741,-0.8635,1.63,0.46861,-0.25213,-0.19021,0.82502,11.132,-4.4331,1.4982,2.2023,-1.5722,0.58792,-15.52,-17.688,1.519,0,0,0,5.6035,5.6234,5.5417,5.4296,-68.752,-41.318,-36.818,384.81,55.738,-87.08
0.88,6.2846,-0.90872,1.645,0.47773,-0.25726,-0.1962,0.81676,10.973,-4.612,1.5115,2.1402,-1.3886,0.51419,-16.188,-18.099,1.1467,0,0,0,5.7129,5.7313,5.6518,5.5466,-64.873,-40.722,-37.633,390.97,63.429,-75.93
0.89,6.3935,-0.95576,1.6602,0.48665,-0.26159,-0.20178,0.80872,10.808,-4.795,1.5211,2.078,-1.2178,0.4433,-16.817,-18.503,0.76673,0,0,0,5.8193,5.8363,5.7591,5.6603,-60.935,-40.049,-38.336,396.34,71.109,-64.57
0.9,6.5007,-1.0046,1.6754,0.49538,-0.26517,-0.20692,0.80091,10.637,-4.982,1.5268,2.0159,-1.0588,0.37513,-17.407,-18.899,0.38033,0,0,0,5.9225,5.9381,5.8631,5.7701,-56.948,-39.3,-38.924,400.96,78.762,-53.032
0.91,6.6062,-1.0554,1.6907,0.50391,-0.26809,-0.21166,0.79335,10.46,-5.173,1.5287,1.9539,-0.91091,0.3095,-17.956,-19.288,-0.011362,0,0,0,6.0218,6.0363,5.9634,5.8756,-52.919,-38.474,-39.396,404.82,86.37,-41.348
0.92,6.7099,-1.1081,1.706,0.51223,-0.2704,-0.21598,0.78604,10.278,-5.3678,1.5266,1.8922,-0.77323,0.24626,-18.465,-19.669,-0.40719,0,0,0,6.1169,6.1303,6.0596,5.9765,-48.854,-37.572,-39.75,407.94,93.92,-29.55
0.93,6.8118,-1.1628,1.7212,0.52034,-0.27215,-0.2199,0.77899,10.091,-5.5663,1.5205,1.831,-0.64495,0.18523,-18.933,-20.039,-0.80597,0,0,0,6.2075,6.2199,6.1512,6.0723,-44.763,-36.596,-39.987,410.33,101.39,-17.668
0.94,6.9117,-1.2194,1.7364,0.52824,-0.2734,-0.22343,0.7722,9.8992,-5.7685,1.5104,1.7702,-0.52531,0.12624,-19.36,-20.4,-1.2065,0,0,0,6.2933,6.3047,6.2379,6.1628,-40.65,-35.545,-40.104,412.01,108.78,-5.736
0.95,7.0097,-1.2782,1.7514,0.53593,-0.2742,-0.22658,0.76567,9.7036,-5.9743,1.4964,1.7099,-0.41358,0.069097,-19.746,-20.75,-1.6076,0,0,0,6.3739,6.3844,6.3194,6.2476,-36.525,-34.421,-40.101,412.99,116.05,6.2158
